id,text,new_theme,organisation,org_group,year_quarter,llm_label,llm_confidence,text_for_vader,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
2ca0074d-aa30-44fd-b741-55eea946a081,"Bridget Phillipson speech in full: How Labour will fix the biggest barrier children face Shadow Education Secretary Bridget Phillipson has been talking about the need for parents to play their part in tackling absenteeism: ""Cheaper holidays, birthday treats, not fancying it today — these are no excuses for missing school."" The party has unveiled data showing more than one in four Year 7s risk missing the equivalent of half an academic year over the course of their secondary education. In her speech to the Centre for Social Justice, Phillipson said Labour would: Read the full speech",political_context_and_organisations,labour_list,Other,2024Q1,neutral,0.8,"Bridget Phillipson speech in full: How Labour will fix the biggest barrier children face Shadow Education Secretary Bridget Phillipson has been talking about the need for parents to play their part in tackling absenteeism: ""Cheaper holidays, birthday treats, not fancying it today — these are no excuses for missing school."" The party has unveiled data showing more than one in four Year 7s risk missing the equivalent of half an academic year over the course of their secondary education. In her speech to the Centre for Social Justice, Phillipson said Labour would: Read the full speech",0.094,0.803,0.102,0.4404,positive
3adad2dc-4af7-444b-888d-d543d4fe70fa,"FFT Education Data Lab - The effect on absence of going to a new school In this blog, FFT look at how absence changes within the academic year and then go on to look at whether patterns of absence across years and terms were different in middle schools compared to secondary schools that admit pupils at age 11.",political_context_and_organisations,fft_ed_datalab,fft_ed_datalab,2025Q1,neutral,0.8,"FFT Education Data Lab - The effect on absence of going to a new school In this blog, FFT look at how absence changes within the academic year and then go on to look at whether patterns of absence across years and terms were different in middle schools compared to secondary schools that admit pupils at age 11.",0.0,0.969,0.031,0.2023,positive
0db2879f-5649-4cd8-828c-8cb4eda636de,Education Wales blog - Embedding the Enabling Learning Guidance in Wales a blog introducing the Enabling learning National Network Conversations (NNC) which welcomed practitioners from across Wales to share how they are applying the new guidance in their settings.,political_context_and_organisations,welsh_government,welsh_government,2025Q2,positive,0.8,Education Wales blog - Embedding the Enabling Learning Guidance in Wales a blog introducing the Enabling learning National Network Conversations (NNC) which welcomed practitioners from across Wales to share how they are applying the new guidance in their settings.,0.0,0.889,0.111,0.5574,positive
9c4beaa9-7d29-4f9a-be9e-c940963d9741,"Report - NEU publishes report into Black Teachers' Pay and Progression New figures from the National Education Union show that Black teachers are paid less than white teachers, remain underrepresented at leadership level, and are more likely to be pushed from the profession through workplace discrimination than their white peers.",teacher_rrd,national_education_union,Other,2024Q4,critical,0.9,"Report - NEU publishes report into Black Teachers' Pay and Progression New figures from the National Education Union show that Black teachers are paid less than white teachers, remain underrepresented at leadership level, and are more likely to be pushed from the profession through workplace discrimination than their white peers.",0.028,0.972,0.0,-0.1027,critical
500fbc8d-15c5-418a-a661-eaef710968ea,"Ada Lovelace Blog - Learning and teaching with AI - A call for a rights-respecting approach Ayça Atabey Suggests that regulations should require that AI developers adhere to ethical guidelines and comply with standards that centre on transparency, accountability and fairness, and protect students' privacy and autonomy.",digital_ed,ada_lovelace_institute,Other,2025Q1,neutral,0.8,"Ada Lovelace Blog - Learning and teaching with AI - A call for a rights-respecting approach Ayça Atabey Suggests that regulations should require that AI developers adhere to ethical guidelines and comply with standards that centre on transparency, accountability and fairness, and protect students' privacy and autonomy.",0.0,0.884,0.116,0.7096,positive
5ffb77ac-f7e3-430d-821b-c9a14b54afaa,Ofsted - Teachers' access to high quality training variable and reliant on access to 'Golden Thread' reforms Findings from phase 2 of its independent review of teachers' professional development in schools,teacher_rrd,uk_government,uk_government,2024Q2,neutral,0.8,Ofsted - Teachers' access to high quality training variable and reliant on access to 'Golden Thread' reforms Findings from phase 2 of its independent review of teachers' professional development in schools,0.0,0.952,0.048,0.128,positive
70e09954-8ce4-487f-a98d-f39ccb3df589,"The Conversation - Billions are spent on educational technology, but we don't know if it works Natalia Kucirkova, Professor of Reading and Children's Development, The Open University",digital_ed,conversation,conversation,2024Q2,neutral,0.8,"The Conversation - Billions are spent on educational technology, but we don't know if it works Natalia Kucirkova, Professor of Reading and Children's Development, The Open University",0.0,1.0,0.0,0.0,neutral
098d4f0f-8d62-43db-b589-f372a6da0e05,"Ofsted - Ofsted to strengthen inspections through new team structures School and FE inspections will be led by current His Majesty's Inspectors, or OIs with recent HMI experience, drawing on their more in-depth inspection expertise and training.",political_context_and_organisations,uk_government,uk_government,2025Q3,neutral,0.8,"Ofsted - Ofsted to strengthen inspections through new team structures School and FE inspections will be led by current His Majesty's Inspectors, or OIs with recent HMI experience, drawing on their more in-depth inspection expertise and training.",0.0,0.94,0.06,0.3182,positive
af502352-6b3d-4a35-a584-b2d40f52ad54,Teacher development research push could yield huge benefits Calum Davey The executive director of research at the National Institute of Teaching explains why a major review of teacher development strategies aims to have a far-reaching impact TES (Subscription required),teacher_rrd,tes,tes,2024Q1,positive,0.8,Teacher development research push could yield huge benefits Calum Davey The executive director of research at the National Institute of Teaching explains why a major review of teacher development strategies aims to have a far-reaching impact TES (Subscription required),0.0,0.883,0.117,0.5994,positive
672cd665-de7b-47a9-9a6b-e859bfd66bec,Children's Commissioner – The Big Conversation podcast A podcast series sharing the voices and views of England's children with top decision makers.,political_context_and_organisations,childrens_commissioner,Other,2024Q3,positive,0.8,Children's Commissioner – The Big Conversation podcast A podcast series sharing the voices and views of England's children with top decision makers.,0.0,0.813,0.187,0.5574,positive
56bbc37a-4fc1-4906-a7fa-2b55c664cff7,"A long read from Nuffield funded research project ' Advancing Leadership Development in Early Years Education via Digitally Mediated Professional Learning' In brief, the report finds:",digital_ed,nuffield,nuffield,2023Q3,neutral,0.9,"A long read from Nuffield funded research project ' Advancing Leadership Development in Early Years Education via Digitally Mediated Professional Learning' In brief, the report finds:",0.0,1.0,0.0,0.0,neutral
91e362e3-fea1-4ef5-83dd-6481f535f7ad,"CCT members roundtable events CCT have been running a series of roundtable events for their members on the Ofsted consultation, in support of The Teaching Commission and as part of their Rethinking Curriculum campaign. The latest, DfE Primary Curriculum Roundtable for members and Fellows of the college will be co-hosted with Sir Kevan Collins. More They have also just published a blog on The power of community engagement in our schools , a contribution to resetting the agenda in education, using the professional voice.",political_context_and_organisations,chartered_college_news,Other,2025Q2,positive,0.8,"CCT members roundtable events CCT have been running a series of roundtable events for their members on the Ofsted consultation, in support of The Teaching Commission and as part of their Rethinking Curriculum campaign. The latest, DfE Primary Curriculum Roundtable for members and Fellows of the college will be co-hosted with Sir Kevan Collins. More They have also just published a blog on The power of community engagement in our schools , a contribution to resetting the agenda in education, using the professional voice.",0.0,0.935,0.065,0.6908,positive
26c3760f-5eb1-4e19-b07a-4a822daf2d7e,"School leader burnout more than doubles Senior leaders are being 'broken' by the pressures of workload, accountability and funding shortages, warns union leader TES (Subscription required)",teacher_rrd,tes,tes,2023Q4,critical,0.9,"School leader burnout more than doubles Senior leaders are being 'broken' by the pressures of workload, accountability and funding shortages, warns union leader TES (Subscription required)",0.276,0.724,0.0,-0.7506,critical
4cfedbb2-b833-443e-8a60-f6e18788cf1b,"NEU report - ""Are you on slide 8 yet?"" The impact of standardised curricula on teacher professionalism",digital_ed,national_education_union,Other,2025Q2,neutral,0.8,"NEU report - ""Are you on slide 8 yet?"" The impact of standardised curricula on teacher professionalism",0.0,1.0,0.0,0.0,neutral
15990fe6-f498-427b-b83c-a2c2525f1377,"Ofsted blog - The challenges of teacher recruitment and retention in England Lee Owston, National Director Education and Jason Bradbury",teacher_rrd,ofsted_blog,Other,2024Q3,neutral,0.8,"Ofsted blog - The challenges of teacher recruitment and retention in England Lee Owston, National Director Education and Jason Bradbury",0.0,0.936,0.064,0.0772,positive
cc0bf808-2dca-423f-9b22-765362165162,"Digital Poverty Alliance - Low-income pupils offline for weeks over summer hols 57% of low-income families say their child struggles to access devices or reliable internet outside school for homework or learning, a problem that intensified over the holidays (study of 2,000 parents and 600 teachers).",digital_ed,digit_fyi,Other,2025Q3,critical,0.8,"Digital Poverty Alliance - Low-income pupils offline for weeks over summer hols 57% of low-income families say their child struggles to access devices or reliable internet outside school for homework or learning, a problem that intensified over the holidays (study of 2,000 parents and 600 teachers).",0.187,0.765,0.049,-0.7506,critical
7aff247f-3d8b-4870-9d5d-f1b1800ba10d,"House of Commons, Education Committee - Screen Time: Impacts on education and wellbeing - Oral evidence 20 February 2024 -10.00 (Public start time)",digital_ed,uk_parliament,uk_parliament,2024Q1,neutral,0.9,"House of Commons, Education Committee - Screen Time: Impacts on education and wellbeing - Oral evidence 20 February 2024 -10.00 (Public start time)",0.0,1.0,0.0,0.0,neutral
99c9ee14-e895-4c46-82dc-9e2caf033daa,"EPI – Webinar recording: Workforce sustainability in the modern school system This was the first in a series of three webinars, building on the data from EPI's effective school groups tool. Webinar recording",teacher_rrd,epi,epi,2025Q2,neutral,0.8,"EPI – Webinar recording: Workforce sustainability in the modern school system This was the first in a series of three webinars, building on the data from EPI's effective school groups tool. Webinar recording",0.0,0.912,0.088,0.4767,positive
72205606-9ecd-4c2d-8f77-71141263751c,"IOE – Centre for Education Policy and Equalising Opportunities blog Why do teachers in some schools keep getting better for longer? Sam Sims Research shows that teachers rapidly become more effective over the first few years of their career. After that, the rate of growth tends to slow down. However, in certain schools, teachers keep getting better for longer . What is different about these schools? And can it be emulated by other schools?",teacher_rrd,harvard_graduate_school_of_education,Other,2025Q1,neutral,0.8,"IOE – Centre for Education Policy and Equalising Opportunities blog Why do teachers in some schools keep getting better for longer? Sam Sims Research shows that teachers rapidly become more effective over the first few years of their career. After that, the rate of growth tends to slow down. However, in certain schools, teachers keep getting better for longer . What is different about these schools? And can it be emulated by other schools?",0.0,0.8,0.2,0.9436,positive
77ac79f8-624d-44ba-8209-c30e0a1f0b6a,"NFER - Ethnic disparities in entry to teacher training, teacher retention and progression to senior leadership Juliet Kotonya, Dawson McLean, Chihiro Kobayashi, Katherine Aston and Jack Worth The teaching workforce in England does not reflect the ethnic diversity of the UK working-age population or of the pupil population that schools serve. Removing any bias in teacher recruitment, retention and promotion is essential to ensuring we have the most capable and qualified teachers.",teacher_rrd,nfer,nfer,2025Q2,neutral,0.8,"NFER - Ethnic disparities in entry to teacher training, teacher retention and progression to senior leadership Juliet Kotonya, Dawson McLean, Chihiro Kobayashi, Katherine Aston and Jack Worth The teaching workforce in England does not reflect the ethnic diversity of the UK working-age population or of the pupil population that schools serve. Removing any bias in teacher recruitment, retention and promotion is essential to ensuring we have the most capable and qualified teachers.",0.018,0.891,0.09,0.6697,positive
ddf8185e-ebdf-4d0c-8dae-3af48e7ca1aa,"Panel discussion event - BERA - Has Quality Killed Teaching? Exploring the Crisis in Teacher Recruitment and Retention 9 October 2024 9am – 10am (Free for BERA members) Panel: Tanya Ovenden-Hope, Plymouth Marjon University Jo Lampert, Monash University Larissa McClean-Davies, University of Melbourne Amy McPherson, University of Newcastle, Australia Clare Brooks, University of Cambridge Beng Huat See, University of Birmingham Register",teacher_rrd,bera,bera,2024Q3,neutral,0.8,"Panel discussion event - BERA - Has Quality Killed Teaching? Exploring the Crisis in Teacher Recruitment and Retention 9 October 2024 9am – 10am (Free for BERA members) Panel: Tanya Ovenden-Hope, Plymouth Marjon University Jo Lampert, Monash University Larissa McClean-Davies, University of Melbourne Amy McPherson, University of Newcastle, Australia Clare Brooks, University of Cambridge Beng Huat See, University of Birmingham Register",0.123,0.83,0.047,-0.743,critical
f6b39057-63c0-4f77-82a4-24e3a623ed0e,"Parliament POSTnote - Approved work: Support for neurodivergent children and young people This POSTnote will outline support available for neurodivergent children and young people in healthcare and education. It could draw together evidence around the benefits of support. It could consider barriers to accessing support, and the implications of these.",political_context_and_organisations,post_parliament,Other,2024Q2,neutral,0.8,"Parliament POSTnote - Approved work: Support for neurodivergent children and young people This POSTnote will outline support available for neurodivergent children and young people in healthcare and education. It could draw together evidence around the benefits of support. It could consider barriers to accessing support, and the implications of these.",0.0,0.731,0.269,0.9349,positive
252e30b0-1e6d-4801-a160-8ee14dac0958,"LSE event - World Children's Day: digital futures for children – children's rights under pressure in the digital environment Panel discussion of new in-depth research findings by the Digital Futures for Children centre, which tracked the recognition, uptake, and implementation of children's rights in an increasingly connected world. Drawing from UN treaty monitoring, national policies, regional frameworks, and civil society advocacy, the panel will consider how international law influences policy and practice, recognising progress, obstacles, and pathways for change. 20 November 6pm – 8pm (Online and in-person) You can see the full list of research projects the LSE 'Digital Futures for Children', centre is working on here .",digital_ed,london_school_of_economics,Other,2025Q3,neutral,0.8,"LSE event - World Children's Day: digital futures for children – children's rights under pressure in the digital environment Panel discussion of new in-depth research findings by the Digital Futures for Children centre, which tracked the recognition, uptake, and implementation of children's rights in an increasingly connected world. Drawing from UN treaty monitoring, national policies, regional frameworks, and civil society advocacy, the panel will consider how international law influences policy and practice, recognising progress, obstacles, and pathways for change. 20 November 6pm – 8pm (Online and in-person) You can see the full list of research projects the LSE 'Digital Futures for Children', centre is working on here .",0.043,0.933,0.025,-0.25,critical
7b7cc3d6-b3eb-4408-860b-898143942351,"OECD - Reimagining Education, Realising Potential Students face a future filled with uncertainty and change. For education systems to continue to remain relevant, they must empower students to navigate these changes and succeed in the future by equipping them with the requisite knowledge, skills, attitudes and values. Teachers are key enablers of this endeavour, and it is imperative that governments and teacher organisations collaborate to support teachers in exploring and enacting pedagogies, and designing learning environments that support student attainment of future-ready competencies, through policies, processes and teacher professional development.",political_context_and_organisations,oecd,oecd,2024Q2,positive,0.85,"OECD - Reimagining Education, Realising Potential Students face a future filled with uncertainty and change. For education systems to continue to remain relevant, they must empower students to navigate these changes and succeed in the future by equipping them with the requisite knowledge, skills, attitudes and values. Teachers are key enablers of this endeavour, and it is imperative that governments and teacher organisations collaborate to support teachers in exploring and enacting pedagogies, and designing learning environments that support student attainment of future-ready competencies, through policies, processes and teacher professional development.",0.024,0.861,0.114,0.836,positive
627258fc-f7d8-4d36-9977-1dcd3874439a,SchoolsWeek - EEF projects to probe whether flexible working boosts retention Lucas Cumiskey Research projects will also investigate the impact of flexible schemes on pupils,teacher_rrd,schools_week,schools_week,2024Q3,neutral,0.8,SchoolsWeek - EEF projects to probe whether flexible working boosts retention Lucas Cumiskey Research projects will also investigate the impact of flexible schemes on pupils,0.0,0.783,0.217,0.6249,positive
16917dcc-be05-4f84-8788-a9072130ef59,NI Department of Education - Investment programme in school facilities will support children with Special Educational Needs across Northern Ireland Education Minister Paul Givan has announced a wide-ranging programme of significant and sustained capital investment for the development of school facilities to support children with Special Educational Needs (SEN) across Northern Ireland.,political_context_and_organisations,ni_government,ni_government,2024Q2,positive,0.9,NI Department of Education - Investment programme in school facilities will support children with Special Educational Needs across Northern Ireland Education Minister Paul Givan has announced a wide-ranging programme of significant and sustained capital investment for the development of school facilities to support children with Special Educational Needs (SEN) across Northern Ireland.,0.0,0.789,0.211,0.891,positive
5daf4730-7495-4d85-be56-6f801eea189d,"Millions Of GCSE Lessons Taught By Non-Specialist Teachers GCSE pupils across the UK have had more than 75 million lessons taught by non-specialist teachers in the last two years, according to research carried out by the Liberal Democrats. https://www.politicshome.com/news/article/millions-gcse-lessons-taught-nonspecialist-teachers-lib-dems Retaining high-quality teachers in disadvantaged communities is key to ensuring pupils' aspirations remain high, Teach First found, with new research showing that students from poorer backgrounds are more pessimistic about their future than their more well-off peers. https://www.tes.com/magazine/news/secondary/retaining-teachers-schools-disadvantaged-pupils-aspirations",teacher_rrd,politics_home,Other,2023Q3,critical,0.8,"Millions Of GCSE Lessons Taught By Non-Specialist Teachers GCSE pupils across the UK have had more than 75 million lessons taught by non-specialist teachers in the last two years, according to research carried out by the Liberal Democrats.  Retaining high-quality teachers in disadvantaged communities is key to ensuring pupils' aspirations remain high, Teach First found, with new research showing that students from poorer backgrounds are more pessimistic about their future than their more well-off peers.",0.099,0.876,0.026,-0.7089,critical
f8d17b73-fb67-47c4-b430-e9a0ad1139d4,OECD - 2023 Digital Education Conference: Towards an effective and equitable digital education ecosystem Ran 13-14 December 2023. Read up on briefings,digital_ed,oecd,oecd,2023Q4,neutral,0.8,OECD - 2023 Digital Education Conference: Towards an effective and equitable digital education ecosystem Ran 13-14 December 2023. Read up on briefings,0.0,0.871,0.129,0.4767,positive
e90a7b91-09f0-437e-96ba-7b08f2d4dd26,Why are so many more children missing school and what can we do about it? Neil Merrick Briefing note from local government – login required,political_context_and_organisations,local_government_information_unit,Other,2023Q4,neutral,0.8,Why are so many more children missing school and what can we do about it? Neil Merrick Briefing note from local government – login required,0.094,0.906,0.0,-0.3566,critical
d0bd333a-f888-442c-9bf7-41c64e22d345,"Sir Martyn Oliver's speech to Parentkind Sir Martyn Oliver, Ofsted's Chief Inspector, spoke to Parentkind on the role of parents in education. He emphasised that smartphones have no place in schools and Ofsted will back headteachers who take a tough line on smartphones in their schools. Parentkind has now called on the Secretary of State for Education, Rt Hon Bridget Phillipson MP, to make this an urgent priority.",digital_ed,uk_government,uk_government,2025Q2,neutral,0.8,"Sir Martyn Oliver's speech to Parentkind Sir Martyn Oliver, Ofsted's Chief Inspector, spoke to Parentkind on the role of parents in education. He emphasised that smartphones have no place in schools and Ofsted will back headteachers who take a tough line on smartphones in their schools. Parentkind has now called on the Secretary of State for Education, Rt Hon Bridget Phillipson MP, to make this an urgent priority.",0.052,0.922,0.026,-0.2263,critical
ef1f3a69-19bf-427f-99a9-acec4fd4afed,Digital Poverty Alliance A charity whose vision is for everyone to access the life changing benefits that digital brings. Homepage - https://digitalpovertyalliance.org/,digital_ed,digital_poverty_alliance,Other,2023Q3,positive,0.9,Digital Poverty Alliance A charity whose vision is for everyone to access the life changing benefits that digital brings. Homepage -,0.119,0.614,0.267,0.4767,positive
1b109222-dc42-4d14-92fc-c60320f919f7,FCDO - Foreign Secretary to call for international cooperation to manage the global implications of AI Foreign Secretary to chair first ever UN Security Council session on AI https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=7a20d888-ea19-4348-8ec2-d32042ad5788&utm_content=daily,digital_ed,uk_government,uk_government,2023Q3,neutral,0.8,FCDO - Foreign Secretary to call for international cooperation to manage the global implications of AI Foreign Secretary to chair first ever UN Security Council session on AI,0.0,0.918,0.082,0.34,positive
01b93b0e-782f-4bf6-ac47-63a9fefaf2c8,EEF - EdTech interventions and implementation for disadvantaged pupils: invitation to tender Understanding the impact of Edtech interventions for disadvantaged pupils https://educationendowmentfoundation.org.uk/education-evidence/tenders/understanding-quality-characteristics-of-edtech-interventions-and-implementation-for-disadvantaged-pupils-invitation-to-tender,digital_ed,eef,Other,2023Q4,neutral,0.8,EEF - EdTech interventions and implementation for disadvantaged pupils: invitation to tender Understanding the impact of Edtech interventions for disadvantaged pupils,0.221,0.779,0.0,-0.6597,critical
1fb10a8d-ba3b-4e32-ba3e-65315816a4e4,"Paper - School improvement and peer learning partnerships: building organizational resilience in primary schools in England David Godfrey & Bernardita Munoz-Chereau, IOE UCL",teacher_rrd,frontiers_journal,Other,2024Q4,neutral,0.8,"Paper - School improvement and peer learning partnerships: building organizational resilience in primary schools in England David Godfrey & Bernardita Munoz-Chereau, IOE UCL",0.0,0.88,0.12,0.4588,positive
66afd84a-5fc1-4ee3-acc0-737603fbdf2a,"Belfast Telegraph - Third of children in NI have too few places to play, survey reveals Survey carried out by PlayBoard NI, the lead organisation for the development and promotion of play.",political_context_and_organisations,belfast_telegraph,belfast_telegraph,2024Q2,neutral,0.8,"Belfast Telegraph - Third of children in NI have too few places to play, survey reveals Survey carried out by PlayBoard NI, the lead organisation for the development and promotion of play.",0.0,0.862,0.138,0.5859,positive
2fc93cb8-6e57-4525-ad5d-52714759ccf9,DfE - Research and analysis - Early career framework induction evaluation Research reports presenting findings from a process evaluation of the national rollout of the early career framework (ECF) induction programmes.,teacher_rrd,uk_government,uk_government,2025Q2,neutral,0.8,DfE - Research and analysis - Early career framework induction evaluation Research reports presenting findings from a process evaluation of the national rollout of the early career framework (ECF) induction programmes.,0.0,1.0,0.0,0.0,neutral
5fac99e0-9441-4ae4-a07d-89618c337e03,Legal showdown over Oak National Academy quango gets the go-ahead Bodies representing ed tech and publishing firms say the curriculum body amounts to 'unlawful state subsidy',digital_ed,schools_week,schools_week,2023Q4,critical,0.8,Legal showdown over Oak National Academy quango gets the go-ahead Bodies representing ed tech and publishing firms say the curriculum body amounts to 'unlawful state subsidy',0.0,0.943,0.057,0.128,positive
2d52eff7-c276-43fc-b07c-5d1d9f298b29,Why are Britain's kids refusing to go to school? As a new school year begins more children than ever were worried about returning. What's being done to get them into the classroom – and is that always the best idea? https://www.theguardian.com/education/2023/sep/02/children-are-holding-a-mirror-up-to-us-why-are-britains-kids-refusing-to-go-to-school,political_context_and_organisations,guardian,guardian,2023Q3,neutral,0.8,Why are Britain's kids refusing to go to school? As a new school year begins more children than ever were worried about returning. What's being done to get them into the classroom – and is that always the best idea?,0.113,0.796,0.09,0.168,positive
915a6be3-4b8e-4279-b9bf-4da0e2b61a8b,"OECD - Digital devices in schools: Detrimental distraction or secret to success? 27 May 12:00-13:00 CET Online This webinar will bring together policymakers and experts to discuss with Andreas Schleicher, Director for Education and Skills, the role of digital devices in the classroom and the implication of school bans. Speakers include: Andreas Schleicher, Director for Education and Skills, OECD, Lotta Edholm, Minister for Schools, Sweden, and Amélie de Montchalin, Ambassador and Permanent Representative of France to the OECD Register here",digital_ed,oecd,oecd,2024Q2,neutral,0.8,"OECD - Digital devices in schools: Detrimental distraction or secret to success? 27 May 12:00-13:00 CET Online This webinar will bring together policymakers and experts to discuss with Andreas Schleicher, Director for Education and Skills, the role of digital devices in the classroom and the implication of school bans. Speakers include: Andreas Schleicher, Director for Education and Skills, OECD, Lotta Edholm, Minister for Schools, Sweden, and Amélie de Montchalin, Ambassador and Permanent Representative of France to the OECD Register here",0.031,0.925,0.044,0.2732,positive
