id,newsletter_number,issue_date,theme,subtheme,title,description,link,new_theme,domain,organisation,title_length,description_length,title_word_count,description_word_count,text,text_length_chars,text_length_words
a81ad4d3-6b69-4e8d-88bf-570c1cc98d7e,1,11 July 2023,Seminar series topics,,Post-16 Maths,"Nuffield Director of Education, John Hillman on 'The issues swirling round delivery of the PM's post-16 maths plan'",https://www.fenews.co.uk/exclusive/the-issues-swirling-round-delivery-of-the-pms-post-16-maths-plan,project_updates,www.fenews.co.uk,fe_news,13,115,2,18,"Post-16 Maths Nuffield Director of Education, John Hillman on 'The issues swirling round delivery of the PM's post-16 maths plan'",129,20
b8724849-2653-4481-80e5-27f3d512cb08,1,11 July 2023,Calls for evidence,,ChatGPT: Keegan launches call for evidence on AI in schools,"Deadline 23 August 2023 Education secretary Gillian Keegan has launched a call for evidence on using artificial intelligence (AI) like ChatGPT in schools ""to get the best"" out of the new technology.",https://schoolsweek.co.uk/chatgpt-keegan-launches-call-for-evidence-on-ai-in-schools,political_context_and_organisations,schoolsweek.co.uk,schools_week,59,198,10,32,"ChatGPT: Keegan launches call for evidence on AI in schools Deadline 23 August 2023 Education secretary Gillian Keegan has launched a call for evidence on using artificial intelligence (AI) like ChatGPT in schools ""to get the best"" out of the new technology.",258,42
fcaae137-15df-4954-88a5-ed5ecf5b069e,1,11 July 2023,What are the politicians saying?,,Labour,"Revealed: The full details of Labour's education 'mission' Entitled 'Breaking down the barrier to opportunity', Labour will 'revise delivery' of the ECF and give more details on the plan to simplify the system of teacher incentives.",https://schoolsweek.co.uk/revealed-the-full-details-of-labours-education-mission,political_context_and_organisations,schoolsweek.co.uk,schools_week,6,232,1,36,"Labour Revealed: The full details of Labour's education 'mission' Entitled 'Breaking down the barrier to opportunity', Labour will 'revise delivery' of the ECF and give more details on the plan to simplify the system of teacher incentives.",239,37
b83f3825-767b-4f21-90aa-35e36ed27a11,2,16 July 2023,PI Updates and Papers,Digital,Cutting through the conjecture: How is EdTech really being used in our classrooms?,Full post - https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture/,https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture,digital_ed,edtech.oii.ox.ac.uk,oii_edtech_equity,82,71,13,4,Cutting through the conjecture: How is EdTech really being used in our classrooms? Full post - https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture/,154,17
237938bb-bac2-4977-8b83-b12f02c37478,2,16 July 2023,PI Updates and Papers,Attainment gap,Poorer pupils do worse at school – here's how to reduce the attainment gap,"Stephen Gorard writes for The Conversation on closing the attainment gap, specifically by looking at 'spread(ing) out the most disadvantaged students between schools' and better calibrating the funding to follow the most disadvantaged pupils.",https://theconversation.com/poorer-pupils-do-worse-at-school-heres-how-to-reduce-the-attainment-gap-205535,project_updates,theconversation.com,conversation,74,242,14,34,"Poorer pupils do worse at school – here's how to reduce the attainment gap Stephen Gorard writes for The Conversation on closing the attainment gap, specifically by looking at 'spread(ing) out the most disadvantaged students between schools' and better calibrating the funding to follow the most disadvantaged pupils.",317,48
3187712e-c9ee-4afb-b71c-338f775c499b,2,16 July 2023,Events,,Date: Wednesday 19 th July 9.30 – 11.30,https://epi.org.uk/events/education-priorities-for-the-next-general-election/,https://epi.org.uk/events/education-priorities-for-the-next-general-election,events_opportunities_research,epi.org.uk,epi,39,77,8,1,Date: Wednesday 19 th July 9.30 – 11.30 https://epi.org.uk/events/education-priorities-for-the-next-general-election/,117,9
a11ff0aa-c8a7-4ff9-813c-cf1620bd756c,2,16 July 2023,Reports,,(FED) Report calls for 'Chris Whitty of education',Chief education officer would 'ensure that policies and plans are given the attention and priority they deserve' https://schoolsweek.co.uk/report-calls-for-chris-whitty-of-education/ FED report - https://fed.education/wp-content/uploads/2023/06/FED-National-Education-Consultation-Report-2023-1.pdf,https://schoolsweek.co.uk/report-calls-for-chris-whitty-of-education,events_opportunities_research,schoolsweek.co.uk,schools_week,50,298,8,22,(FED) Report calls for 'Chris Whitty of education' Chief education officer would 'ensure that policies and plans are given the attention and priority they deserve' https://schoolsweek.co.uk/report-calls-for-chris-whitty-of-education/ FED report - https://fed.education/wp-content/uploads/2023/06/FED-National-Education-Consultation-Report-2023-1.pdf,349,30
6319ebbb-61ad-4b89-9aa0-3976f5ef1a6a,2,16 July 2023,Reports,,Pearson School report 2023,"This report takes an in-depth look at life in schools in 2023 (using data from Teacher Tapp among other sources) from the collective perspective of over 6,000 educators and 1,000 students too. They look at how opinions have changed or stayed the same, and share insights on diversity, equity, inclusion, digital education, environmental action and more.",https://www.pearson.com/uk/educators/schools/issues/school-report.html,events_opportunities_research,www.pearson.com,pearson,26,353,4,56,"Pearson School report 2023 This report takes an in-depth look at life in schools in 2023 (using data from Teacher Tapp among other sources) from the collective perspective of over 6,000 educators and 1,000 students too. They look at how opinions have changed or stayed the same, and share insights on diversity, equity, inclusion, digital education, environmental action and more.",380,60
cb28c415-efe0-42f4-ad0e-d7fefde5a8e9,2,16 July 2023,Thematic roundup,"Teacher recruitment, retention and development","Consider 'golden handcuff' bursaries, major ITT providers say","Six key findings from the education committee hearing on recruitment and retention crisis, including restructuring bursaries, 'maintain(ing) the gates to the profession' and MATs 'employing mentors'.",https://schoolsweek.co.uk/consider-golden-handcuff-bursaries-major-itt-providers-say,teacher_rrd,schoolsweek.co.uk,schools_week,61,199,8,26,"Consider 'golden handcuff' bursaries, major ITT providers say Six key findings from the education committee hearing on recruitment and retention crisis, including restructuring bursaries, 'maintain(ing) the gates to the profession' and MATs 'employing mentors'.",261,34
4be03fc8-cf1e-4118-8151-b35c839a8bf9,2,16 July 2023,Thematic roundup,"Teacher recruitment, retention and development",NFER Research - Policy options for a long-term teacher pay and financial incentives strategy,"Sarah Tang and Jack Worth examine the forecasted impacts and costs of different levels of pay and financial incentives on teacher supply in England. The project, funded by the Gatsby Foundation, uses a forecast and simulation model developed by NFER to predict the impact of different pay and financial incentive policy options on the recruitment and retention of teachers between 2023/24 to 2027/28. Report - https://www.nfer.ac.uk/policy-options-for-a-long-term-teacher-pay-and-financial-incentives-strategy",https://www.nfer.ac.uk/policy-options-for-a-long-term-teacher-pay-and-financial-incentives-strategy,teacher_rrd,www.nfer.ac.uk,nfer,92,509,14,66,"NFER Research - Policy options for a long-term teacher pay and financial incentives strategy Sarah Tang and Jack Worth examine the forecasted impacts and costs of different levels of pay and financial incentives on teacher supply in England. The project, funded by the Gatsby Foundation, uses a forecast and simulation model developed by NFER to predict the impact of different pay and financial incentive policy options on the recruitment and retention of teachers between 2023/24 to 2027/28. Report - https://www.nfer.ac.uk/policy-options-for-a-long-term-teacher-pay-and-financial-incentives-strategy",602,80
3237f7c6-f4ea-45e0-a74d-4af937cf68c0,2,16 July 2023,Thematic roundup,Digital,Tony Blair Institute - The Future of Learning: Delivering Tech-Enabled Quality Education for Britain,"Recommendations: Introduce a digital learner ID for every pupil that would contain all educational information and become a hub of digital learning. Establish an independent body to secure storage and appropriate use of this information. Radically upgrade the Ofsted system so that it regains the confidence of schools and parents, via use of tech to continually monitor. Increase parent choice and access to quality education to all by: giving schools in England the freedom and funding to provide services, including hybrid lessons, and giving parents and pupils the right to request online classes delivered by other schools elsewhere in the country. Reduce teachers' workloads to free up their time to teach, via tech and AI and team teaching. Report - https://www.institute.global/insights/public-services/future-of-learning-delivering-tech-enabled-quality-education-for-britain",https://www.institute.global/insights/public-services/future-of-learning-delivering-tech-enabled-quality-education-for-britain,digital_ed,www.institute.global,tony_blair_institute,100,883,14,121,"Tony Blair Institute - The Future of Learning: Delivering Tech-Enabled Quality Education for Britain Recommendations: Introduce a digital learner ID for every pupil that would contain all educational information and become a hub of digital learning. Establish an independent body to secure storage and appropriate use of this information. Radically upgrade the Ofsted system so that it regains the confidence of schools and parents, via use of tech to continually monitor. Increase parent choice and access to quality education to all by: giving schools in England the freedom and funding to provide services, including hybrid lessons, and giving parents and pupils the right to request online classes delivered by other schools elsewhere in the country. Reduce teachers' workloads to free up their time to teach, via tech and AI and team teaching. Report - https://www.institute.global/insights/public-services/future-of-learning-delivering-tech-enabled-quality-education-for-britain",984,135
4531b066-a235-4526-9f78-bf5c416caccf,2,16 July 2023,Seminar series topics,,Teacher Retention/Child Poverty,NFER: Extend 'levelling-up' retention payments to all deprived schools Report also warns 6.5% pay rise won't solve teacher recruitment and retention woes on its own https://schoolsweek.co.uk/nfer-extend-levelling-up-retention-payments-to-all-deprived-schools/,https://schoolsweek.co.uk/nfer-extend-levelling-up-retention-payments-to-all-deprived-schools,project_updates,schoolsweek.co.uk,schools_week,31,259,3,26,Teacher Retention/Child Poverty NFER: Extend 'levelling-up' retention payments to all deprived schools Report also warns 6.5% pay rise won't solve teacher recruitment and retention woes on its own https://schoolsweek.co.uk/nfer-extend-levelling-up-retention-payments-to-all-deprived-schools/,291,29
2aa7ab18-b678-4c41-bad0-52ecbba7b3fa,2,16 July 2023,Seminar series topics,,Which educational policies are most effective for equalising opportunities?,"Centre for Education Policy and Equalising Opportunities (CEPEO), based at UCL, make the case for eight low-cost priorities and six more ambitious reforms to address long-standing inequalities, equalise opportunities and create a fairer, more productive society. https://www.economicsobservatory.com/which-educational-policies-are-most-effective-for-equalising-opportunities",https://www.ucl.ac.uk/ioe/departments-and-centres/centres/centre-education-policy-and-equalising-opportunities,project_updates,www.ucl.ac.uk,ucl,75,374,9,37,"Which educational policies are most effective for equalising opportunities? Centre for Education Policy and Equalising Opportunities (CEPEO), based at UCL, make the case for eight low-cost priorities and six more ambitious reforms to address long-standing inequalities, equalise opportunities and create a fairer, more productive society. https://www.economicsobservatory.com/which-educational-policies-are-most-effective-for-equalising-opportunities",450,46
e344c5e1-5306-48f6-8bbb-6ed06f6eec26,2,16 July 2023,PI Updates and Papers,Digital,"Blog post from Laura Hakimi from the 'Towards equity focused approaches to EdTech' project. 'If we are to find new ways to navigate the shifting socio-technical terrain that can support equitable outcomes for young people, we need to understand our starting point.'",Cutting through the conjecture: How is EdTech really being used in our classrooms? Full post - https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture/,https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture,digital_ed,edtech.oii.ox.ac.uk,oii_edtech_equity,265,154,42,17,"Blog post from Laura Hakimi from the 'Towards equity focused approaches to EdTech' project. 'If we are to find new ways to navigate the shifting socio-technical terrain that can support equitable outcomes for young people, we need to understand our starting point.' Cutting through the conjecture: How is EdTech really being used in our classrooms? Full post - https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture/",420,59
e1f9ff04-4b3a-48da-b7db-82a12c2eb364,2,16 July 2023,PI Updates and Papers,Leadership,A three-part series on leadership from Toby Greany and team on TES:,Part 1: Headteacher recruitment crisis: 5 tips for action,https://www.tes.com/magazine/leadership/staff-management/headteacher-recruitment-crisis-applications,project_updates,www.tes.com,tes,67,57,12,9,A three-part series on leadership from Toby Greany and team on TES: Part 1: Headteacher recruitment crisis: 5 tips for action,125,21
9a54acd2-c23e-45d9-a78c-a2d63f4a61f3,2,16 July 2023,Events,,EPI - Education priorities in the next general election –email to request invitation,"Kindly supported by the Nuffield Foundation, our two-stage research project will firstly collate evidence on the education priorities for the incoming government and secondly, once the manifestos are published, will assess the education-related pledges to review how well they are aligned with the evidence and whether they are likely to tackle key challenges. Date: Wednesday 19 th July 9.30 – 11.30 https://epi.org.uk/events/education-priorities-for-the-next-general-election/",https://epi.org.uk/events/education-priorities-for-the-next-general-election,events_opportunities_research,epi.org.uk,epi,84,478,13,62,"EPI - Education priorities in the next general election –email to request invitation Kindly supported by the Nuffield Foundation, our two-stage research project will firstly collate evidence on the education priorities for the incoming government and secondly, once the manifestos are published, will assess the education-related pledges to review how well they are aligned with the evidence and whether they are likely to tackle key challenges. Date: Wednesday 19 th July 9.30 – 11.30 https://epi.org.uk/events/education-priorities-for-the-next-general-election/",563,75
a414d421-d953-4300-9fdd-f7b8e081912d,3,20 July 2023,Programme update,,"Teacher recruitment, retention and development - rethinking policy and practice priorities seminar – 3 July 2023",Inaugural event in the 'What Matters in education?' series Blog post on the topic - Looking at teacher recruitment and retention in a new light,https://blogs.ucl.ac.uk/ioe/2023/06/27/looking-at-teacher-recruitment-and-retention-in-a-new-light,project_updates,blogs.ucl.ac.uk,ucl,112,143,16,25,"Teacher recruitment, retention and development - rethinking policy and practice priorities seminar – 3 July 2023 Inaugural event in the 'What Matters in education?' series Blog post on the topic - Looking at teacher recruitment and retention in a new light",256,41
a6c9957e-6707-426c-831e-a5709b4152e3,3,20 July 2023,PI Updates and Papers,,Teaching for Digital Citizenship Delphi conference,View the recording of David Lundie's event (held on May 22). BERA membership required to access. https://www.bera.ac.uk/media/teaching-for-digital-citizenship-may2023,https://www.bera.ac.uk/media/teaching-for-digital-citizenship-may2023,project_updates,www.bera.ac.uk,bera,50,166,6,17,Teaching for Digital Citizenship Delphi conference View the recording of David Lundie's event (held on May 22). BERA membership required to access. https://www.bera.ac.uk/media/teaching-for-digital-citizenship-may2023,217,23
1d1ad500-8555-4988-8d4a-51a5a3d18566,3,20 July 2023,PI Updates and Papers,,My corona*: listening to children in corona times,Resource shared via Sarah Chicken's website - https://childrens-participation.org/ This research paper brings together three of the young journalists who worked on The Corona Times Journal to reflect on their experiences of being involved in the project. https://www.tandfonline.com/doi/epdf/10.1080/13642987.2022.2061954?needAccess=true&role=button,https://childrens-participation.org/,project_updates,childrens-participation.org,childrends_participation_in_schools,49,349,8,37,My corona*: listening to children in corona times Resource shared via Sarah Chicken's website - https://childrens-participation.org/ This research paper brings together three of the young journalists who worked on The Corona Times Journal to reflect on their experiences of being involved in the project. https://www.tandfonline.com/doi/epdf/10.1080/13642987.2022.2061954?needAccess=true&role=button,399,45
1b109222-dc42-4d14-92fc-c60320f919f7,3,20 July 2023,Thematic roundup,Digital,FCDO - Foreign Secretary to call for international cooperation to manage the global implications of AI,Foreign Secretary to chair first ever UN Security Council session on AI https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=7a20d888-ea19-4348-8ec2-d32042ad5788&utm_content=daily,https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence,digital_ed,www.gov.uk,uk_government,102,345,16,13,FCDO - Foreign Secretary to call for international cooperation to manage the global implications of AI Foreign Secretary to chair first ever UN Security Council session on AI https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=7a20d888-ea19-4348-8ec2-d32042ad5788&utm_content=daily,448,29
50dcf487-08b6-4359-8500-72875b35b0aa,3,20 July 2023,Thematic roundup,Digital,Nesta - Is edtech for under-fives about to boom?,"Investment has more than tripled over the past ten years, and the UK is leading the way in Europe but behind the US globally. Companies that produce entertainment and educational content for under-fives are attracting the most investment, followed by family support and special educational needs. There's potential for AI to transform ventures in the sector, with highly personalised learning and automated operations likely to attract significant investment. https://www.nesta.org.uk/data-visualisation-and-interactive/funding-future-generations/",https://www.nesta.org.uk/data-visualisation-and-interactive/funding-future-generations,digital_ed,www.nesta.org.uk,nesta,48,547,9,69,"Nesta - Is edtech for under-fives about to boom? Investment has more than tripled over the past ten years, and the UK is leading the way in Europe but behind the US globally. Companies that produce entertainment and educational content for under-fives are attracting the most investment, followed by family support and special educational needs. There's potential for AI to transform ventures in the sector, with highly personalised learning and automated operations likely to attract significant investment. https://www.nesta.org.uk/data-visualisation-and-interactive/funding-future-generations/",596,78
d99471d0-fa6c-4fc2-8592-a9a96efff2f6,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development",Re pay awards: School Teachers' Review Body 33rd report: 2023,Recommendations from the School Teachers' Review Body on teachers' and school leaders' pay. https://www.gov.uk/government/publications/school-teachers-review-body-33rd-report-2023?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=1d530482-c8fd-4bf0-bf58-87b0611c19d8&utm_content=daily,https://www.gov.uk/government/publications/school-teachers-review-body-33rd-report-2023,teacher_rrd,www.gov.uk,uk_government,61,301,10,14,Re pay awards: School Teachers' Review Body 33rd report: 2023 Recommendations from the School Teachers' Review Body on teachers' and school leaders' pay. https://www.gov.uk/government/publications/school-teachers-review-body-33rd-report-2023?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=1d530482-c8fd-4bf0-bf58-87b0611c19d8&utm_content=daily,363,24
75301bcc-a568-4a9f-a2fe-219414f9e09c,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development","Ministers should consider ""targeting"" pay to address ""persistent"" shortage subject recruitment and other workforce challenges",School Teachers' Review Body is 'deeply concerned' about recruitment levels and calls for 'targeted remuneration' https://schoolsweek.co.uk/consider-targeting-future-pay-rises-to-shortage-areas-strb-says/,https://schoolsweek.co.uk/consider-targeting-future-pay-rises-to-shortage-areas-strb-says,teacher_rrd,schoolsweek.co.uk,schools_week,125,204,15,16,"Ministers should consider ""targeting"" pay to address ""persistent"" shortage subject recruitment and other workforce challenges School Teachers' Review Body is 'deeply concerned' about recruitment levels and calls for 'targeted remuneration' https://schoolsweek.co.uk/consider-targeting-future-pay-rises-to-shortage-areas-strb-says/",330,31
5047c19e-5ec4-4a9e-bb87-7f7852d40e5d,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development",Teacher pay: What schools need to know about the 6.5% offer,Your questions answered after DfE accepts STRB recommendation on pay for 2023-24 https://schoolsweek.co.uk/teacher-pay-what-schools-need-to-know-about-the-6-5-offer/,https://schoolsweek.co.uk/teacher-pay-what-schools-need-to-know-about-the-6-5-offer,teacher_rrd,schoolsweek.co.uk,schools_week,59,165,11,13,Teacher pay: What schools need to know about the 6.5% offer Your questions answered after DfE accepts STRB recommendation on pay for 2023-24 https://schoolsweek.co.uk/teacher-pay-what-schools-need-to-know-about-the-6-5-offer/,225,24
da543962-5360-44e9-a31e-185620d85ab3,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development","Teacher training framework changes will only be 'moderate', DfE says",It follows a review of the evidence underpinning the initial teacher training and early career frameworks https://schoolsweek.co.uk/teacher-training-framework-changes-will-only-be-moderate-dfe-says/,https://schoolsweek.co.uk/teacher-training-framework-changes-will-only-be-moderate-dfe-says,teacher_rrd,schoolsweek.co.uk,schools_week,68,198,10,17,"Teacher training framework changes will only be 'moderate', DfE says It follows a review of the evidence underpinning the initial teacher training and early career frameworks https://schoolsweek.co.uk/teacher-training-framework-changes-will-only-be-moderate-dfe-says/",267,27
0066f158-36e8-4f08-aba2-8eb8063a1a6a,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development",'Being well' and 'doing well': Exploring the relationship between student and teacher wellbeing,"'Our findings suggest that the emphasis on wellbeing as a set of skills and knowledge veils the reality that wellbeing in the classroom and school community is experienced by teachers as rooted in the quality of relationships between students and teachers, and among teachers (Wilson et al., 2023).' https://www.bera.ac.uk/blog/being-well-and-doing-well-exploring-the-relationship-between-student-and-teacher-wellbeing",https://www.bera.ac.uk/blog/being-well-and-doing-well-exploring-the-relationship-between-student-and-teacher-wellbeing,teacher_rrd,www.bera.ac.uk,bera,95,418,13,49,"'Being well' and 'doing well': Exploring the relationship between student and teacher wellbeing 'Our findings suggest that the emphasis on wellbeing as a set of skills and knowledge veils the reality that wellbeing in the classroom and school community is experienced by teachers as rooted in the quality of relationships between students and teachers, and among teachers (Wilson et al., 2023).' https://www.bera.ac.uk/blog/being-well-and-doing-well-exploring-the-relationship-between-student-and-teacher-wellbeing",514,62
1f731600-a02a-43fb-91e6-990fe6215d0c,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development",Report from NEU - High work intensity makes teacher's jobs more demanding post-pandemic,"While job quality improved in many other professions, a new study by academics at Cardiff University and IOE, UCL's Faculty of Education and Society, reveals the ongoing strain of teachers' working conditions. https://www.ucl.ac.uk/ioe/news/2023/jul/high-work-intensity-makes-teachers-jobs-more-demanding-post-pandemic",https://www.ucl.ac.uk/ioe/news/2023/jul/high-work-intensity-makes-teachers-jobs-more-demanding-post-pandemic,teacher_rrd,www.ucl.ac.uk,ucl,87,318,13,33,"Report from NEU - High work intensity makes teacher's jobs more demanding post-pandemic While job quality improved in many other professions, a new study by academics at Cardiff University and IOE, UCL's Faculty of Education and Society, reveals the ongoing strain of teachers' working conditions. https://www.ucl.ac.uk/ioe/news/2023/jul/high-work-intensity-makes-teachers-jobs-more-demanding-post-pandemic",406,46
