id,text,new_theme,organisation,org_group,year_quarter,llm_label,llm_confidence,text_for_vader,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
1d99f921-ac60-46bf-9d84-9de09359ddf1,SchoolsWeek - Schools wanted for AI lesson planning trial Education Endowment Foundation study to assess whether AI tool can save teachers time while not compromising on quality,digital_ed,schools_week,schools_week,2025Q2,neutral,0.8,SchoolsWeek - Schools wanted for AI lesson planning trial Education Endowment Foundation study to assess whether AI tool can save teachers time while not compromising on quality,0.0,0.89,0.11,0.4939,positive
a1219e81-0d48-4f0d-b4b7-9d72d97d46d7,"SchoolsWeek - The DfE's new materials dangerously underplay AI's risks Dr Lucy Rycroft-Smith, Darren Macey, University of Cambridge AI support materials published by the department last week effectively transfer responsibility for all of its risks onto schools while ignoring the need for much more critical reflection on its pros and cons",digital_ed,schools_week,schools_week,2025Q2,critical,0.9,"SchoolsWeek - The DfE's new materials dangerously underplay AI's risks Dr Lucy Rycroft-Smith, Darren Macey, University of Cambridge AI support materials published by the department last week effectively transfer responsibility for all of its risks onto schools while ignoring the need for much more critical reflection on its pros and cons",0.201,0.709,0.09,-0.7089,critical
5fac99e0-9441-4ae4-a07d-89618c337e03,Legal showdown over Oak National Academy quango gets the go-ahead Bodies representing ed tech and publishing firms say the curriculum body amounts to 'unlawful state subsidy',digital_ed,schools_week,schools_week,2023Q4,critical,0.8,Legal showdown over Oak National Academy quango gets the go-ahead Bodies representing ed tech and publishing firms say the curriculum body amounts to 'unlawful state subsidy',0.0,0.943,0.057,0.128,positive
10a61a5a-2613-4433-9863-b98a00ad2c8f,Education 'hackathon' could test AI role in EHCPs and careers advice The artificial intelligence firm linked to Vote Leave campaign wins £350k government contract to run first-of-kind event Schools Week report,digital_ed,schools_week,schools_week,2023Q4,neutral,0.8,Education 'hackathon' could test AI role in EHCPs and careers advice The artificial intelligence firm linked to Vote Leave campaign wins £350k government contract to run first-of-kind event Schools Week report,0.033,0.778,0.189,0.765,positive
342a5fc6-8355-465c-aaff-149e1b973b84,"SchoolsWeek - Phillipson's AI 'revolution': What schools need to know Mandatory teacher training on using assistive technology, a new tech purchasing platform and an EdTech Evidence Board announced at BETT Show. Schools Week article can be found here The DfE have published Phillipson's full speech here The NEU's response to the announcement can be found here The Chartered College of Teaching will pilot setting up the EdTech Evidence Board to ""explore how we effectively build evidence of AI products that work well, helping education settings feel confident that they are choosing products that work well for them and for their classrooms"" You can read more about how they will approach this here. Mor e",digital_ed,schools_week,schools_week,2025Q1,neutral,0.8,"SchoolsWeek - Phillipson's AI 'revolution': What schools need to know Mandatory teacher training on using assistive technology, a new tech purchasing platform and an EdTech Evidence Board announced at BETT Show. Schools Week article can be found here The DfE have published Phillipson's full speech here The NEU's response to the announcement can be found here The Chartered College of Teaching will pilot setting up the EdTech Evidence Board to ""explore how we effectively build evidence of AI products that work well, helping education settings feel confident that they are choosing products that work well for them and for their classrooms"" You can read more about how they will approach this here. Mor e",0.0,0.887,0.113,0.8957,positive
3986950b-fdd3-4432-b154-4cfa4175b82f,"Five changes experts suggest on AI in schools by Samantha Booth A summary of the DfE report in Schoolsweek pulls out these points: Fund schools to trial AI, establish a long-term strategy and help teachers spot cheats, say government experts",digital_ed,schools_week,schools_week,2024Q1,neutral,0.8,"Five changes experts suggest on AI in schools by Samantha Booth A summary of the DfE report in Schoolsweek pulls out these points: Fund schools to trial AI, establish a long-term strategy and help teachers spot cheats, say government experts",0.064,0.874,0.062,-0.0258,neutral
f8d17b73-fb67-47c4-b430-e9a0ad1139d4,OECD - 2023 Digital Education Conference: Towards an effective and equitable digital education ecosystem Ran 13-14 December 2023. Read up on briefings,digital_ed,oecd,oecd,2023Q4,neutral,0.8,OECD - 2023 Digital Education Conference: Towards an effective and equitable digital education ecosystem Ran 13-14 December 2023. Read up on briefings,0.0,0.871,0.129,0.4767,positive
f9c22115-20b1-408c-818c-287c76e3a659,"OECD report - How's Life for Children in the Digital Age? The report highlights the need for a whole-of-society, multi-sectoral policy approach, engaging digital service providers, health professionals, educators, experts, parents, and children to protect, empower, and support children, while also addressing offline vulnerabilities, with the ultimate aim of enhancing their well-being and future outcomes.",digital_ed,oecd,oecd,2025Q2,positive,0.8,"OECD report - How's Life for Children in the Digital Age? The report highlights the need for a whole-of-society, multi-sectoral policy approach, engaging digital service providers, health professionals, educators, experts, parents, and children to protect, empower, and support children, while also addressing offline vulnerabilities, with the ultimate aim of enhancing their well-being and future outcomes.",0.051,0.822,0.127,0.6808,positive
16d8ee17-ee18-43ba-bc12-8614a7b53e10,OECD - Public consultation on Generative AI in the Classroom This background paper serves as input to the discussions to be held during the OECD Schools+ Network meeting in May 2023. It aims to provide an overview of the major issues which Generative AI has raised for classrooms and schools. Read report,digital_ed,oecd,oecd,2023Q4,neutral,0.8,OECD - Public consultation on Generative AI in the Classroom This background paper serves as input to the discussions to be held during the OECD Schools+ Network meeting in May 2023. It aims to provide an overview of the major issues which Generative AI has raised for classrooms and schools. Read report,0.0,1.0,0.0,0.0,neutral
1c540cb6-0f39-49e7-b1c7-cb4f54cc6904,"OECD - The impact of digital technologies on students' learning Results from a literature review. The evidence shows that access to technology alone does not guarantee educational gain. Rather, successful digitalisation also requires pedagogical, not solely technical, solutions.",digital_ed,oecd,oecd,2025Q4,neutral,0.8,"OECD - The impact of digital technologies on students' learning Results from a literature review. The evidence shows that access to technology alone does not guarantee educational gain. Rather, successful digitalisation also requires pedagogical, not solely technical, solutions.",0.179,0.736,0.085,-0.3036,critical
ba8cfe75-55c7-4db8-b8dc-fee44d05ff33,"OECD Digital Education Outlook 2023 The OECD have published a comparative, thematic analysis of how countries shape or could shape their digital ecosystems. Read the analysis",digital_ed,oecd,oecd,2024Q1,neutral,0.8,"OECD Digital Education Outlook 2023 The OECD have published a comparative, thematic analysis of how countries shape or could shape their digital ecosystems. Read the analysis",0.0,1.0,0.0,0.0,neutral
60ffe7c2-e11b-46e1-910a-49fa68af7632,OECD – PISA in focus - Managing screen time How to protect and equip students against distraction,digital_ed,oecd,oecd,2024Q2,neutral,0.8,OECD – PISA in focus - Managing screen time How to protect and equip students against distraction,0.129,0.743,0.129,0.0,neutral
915a6be3-4b8e-4279-b9bf-4da0e2b61a8b,"OECD - Digital devices in schools: Detrimental distraction or secret to success? 27 May 12:00-13:00 CET Online This webinar will bring together policymakers and experts to discuss with Andreas Schleicher, Director for Education and Skills, the role of digital devices in the classroom and the implication of school bans. Speakers include: Andreas Schleicher, Director for Education and Skills, OECD, Lotta Edholm, Minister for Schools, Sweden, and Amélie de Montchalin, Ambassador and Permanent Representative of France to the OECD Register here",digital_ed,oecd,oecd,2024Q2,neutral,0.8,"OECD - Digital devices in schools: Detrimental distraction or secret to success? 27 May 12:00-13:00 CET Online This webinar will bring together policymakers and experts to discuss with Andreas Schleicher, Director for Education and Skills, the role of digital devices in the classroom and the implication of school bans. Speakers include: Andreas Schleicher, Director for Education and Skills, OECD, Lotta Edholm, Minister for Schools, Sweden, and Amélie de Montchalin, Ambassador and Permanent Representative of France to the OECD Register here",0.031,0.925,0.044,0.2732,positive
f4b38682-c0a4-4db1-bf4c-1ffd5bde9654,OECD - An AI Literacy Framework for Primary and Secondary Education The AI Literacy Framework for Primary and Secondary Education was recently launched for stakeholder feedback. The initiative is a joint initiative of the European Commission and OECD—with support from Code.org and international experts—and contributes to the innovative domain of the PISA 2029 Media and AI Literacy (MAIL) assessment. The OECD encourage you to voice your opinion to help improve the final framework to be released in 2026.,digital_ed,oecd,oecd,2025Q3,positive,0.8,OECD - An AI Literacy Framework for Primary and Secondary Education The AI Literacy Framework for Primary and Secondary Education was recently launched for stakeholder feedback. The initiative is a joint initiative of the European Commission and OECD—with support from Code.org and international experts—and contributes to the innovative domain of the PISA 2029 Media and AI Literacy (MAIL) assessment. The OECD encourage you to voice your opinion to help improve the final framework to be released in 2026.,0.0,0.818,0.182,0.9325,positive
4f6ef076-7c58-46e0-a589-d2f567dc2d54,The Guardian - New UK bill could force social media firms to make content less addictive for under 16s Jessica Elgot The safer phones bill could ban companies from applying algorithms for young 'doomscrolling' teens.,digital_ed,guardian,guardian,2024Q4,neutral,0.8,The Guardian - New UK bill could force social media firms to make content less addictive for under 16s Jessica Elgot The safer phones bill could ban companies from applying algorithms for young 'doomscrolling' teens.,0.091,0.838,0.071,-0.2023,critical
25ef7f1e-682e-478e-aa07-564cd87eb548,"The Guardian - More than 90% of schools in England ban mobile phone use, survey shows Head of National Education Union calls for statutory ban on phones in schools and social media ban for under-16s",digital_ed,guardian,guardian,2025Q2,neutral,0.8,"The Guardian - More than 90% of schools in England ban mobile phone use, survey shows Head of National Education Union calls for statutory ban on phones in schools and social media ban for under-16s",0.252,0.748,0.0,-0.8957,critical
15dcd26a-8bfa-42c3-95c6-61063c34d13a,"The Guardian - Children limiting own smartphone use to manage mental health, survey finds Teenagers increasingly taking breaks as they control own use of devices rather than relying on parents to enforce limits, experts say",digital_ed,guardian,guardian,2025Q3,positive,0.8,"The Guardian - Children limiting own smartphone use to manage mental health, survey finds Teenagers increasingly taking breaks as they control own use of devices rather than relying on parents to enforce limits, experts say",0.0,1.0,0.0,0.0,neutral
047cd1b7-44a4-4281-869e-58884278c538,"The Guardian - Finland restricts use of mobile phones during school day Nordic country is latest to act amid evidence of impact on young people, including attention and self-esteem",digital_ed,guardian,guardian,2025Q2,neutral,0.8,"The Guardian - Finland restricts use of mobile phones during school day Nordic country is latest to act amid evidence of impact on young people, including attention and self-esteem",0.076,0.924,0.0,-0.3182,critical
0447d39d-af04-4792-b100-37631d80dc92,"The Guardian - UK government looking at social media 'app caps' for children, minister suggests Peter Kyle, understood to be considering two-hour curfews, says he wants to foster healthy relationships with tech",digital_ed,guardian,guardian,2025Q2,neutral,0.8,"The Guardian - UK government looking at social media 'app caps' for children, minister suggests Peter Kyle, understood to be considering two-hour curfews, says he wants to foster healthy relationships with tech",0.0,0.92,0.08,0.4019,positive
c6192394-2aa7-46f0-acff-cbeb37d950c1,The Guardian - 'The crux of all evil': what happened to the first city that tried to ban smartphones for under-14s? It's a year since teachers in St Albans asked parents not to give younger children smartphones. How successful have they been? What do the kids think about it? And has it made the adults think about their own 'addiction'?,digital_ed,guardian,guardian,2025Q2,neutral,0.8,The Guardian - 'The crux of all evil': what happened to the first city that tried to ban smartphones for under-14s? It's a year since teachers in St Albans asked parents not to give younger children smartphones. How successful have they been? What do the kids think about it? And has it made the adults think about their own 'addiction'?,0.128,0.817,0.054,-0.7319,critical
136858de-8e48-4aac-95cf-a8fb8c005a3b,The Guardian - Sweden to implement nationwide mobile phone ban in schools From autumn 2026 all schools and after-school clubs must collect and hold students' phones until the end of the day.,digital_ed,guardian,guardian,2025Q3,neutral,0.8,The Guardian - Sweden to implement nationwide mobile phone ban in schools From autumn 2026 all schools and after-school clubs must collect and hold students' phones until the end of the day.,0.104,0.896,0.0,-0.5574,critical
9fb51955-5619-4468-b7f0-7fcd33b59c8b,Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023 https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing/?utm_source=Knowledge+Exchange+Unit+%28KEU%29&utm_campaign=75f2daa671-KEU_KnowledgeMob_WeeklyRoundup_14%2F09%2F2023&utm_medium=email&utm_term=0_e7485331af-75f2daa671-104568368&mc_cid=75f2daa671&mc_eid=882cb7f6bb,digital_ed,uk_parliament,uk_parliament,2023Q3,neutral,0.8,Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023,0.0,1.0,0.0,0.0,neutral
9c3d9553-be21-45a5-9b1e-f9f526806a9e,Select committee inquiry Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023 https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing/?utm_source=Knowledge+Exchange+Unit+%28KEU%29&utm_campaign=75f2daa671-KEU_KnowledgeMob_WeeklyRoundup_14%2F09%2F2023&utm_medium=email&utm_term=0_e7485331af-75f2daa671-104568368&mc_cid=75f2daa671&mc_eid=882cb7f6bb,digital_ed,uk_parliament,uk_parliament,2023Q3,neutral,0.8,Select committee inquiry Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023,0.0,1.0,0.0,0.0,neutral
51288f81-e88d-489d-a583-2811f8b41f0c,"UK Parliament Culture Media & Sports Committee Call for evidence - Children's tv and video content Deadline: 4 September. This inquiry will explore issues relating to parental control of online content, the potential positive and negative effects of how children watch TV and video content on their health and development, and wider issues relating to the sector's contribution to the economy and its importance to the UK's cultural identity.",digital_ed,uk_parliament,uk_parliament,2025Q3,neutral,0.8,"UK Parliament Culture Media & Sports Committee Call for evidence - Children's tv and video content Deadline: 4 September. This inquiry will explore issues relating to parental control of online content, the potential positive and negative effects of how children watch TV and video content on their health and development, and wider issues relating to the sector's contribution to the economy and its importance to the UK's cultural identity.",0.049,0.871,0.08,0.34,positive
ea1a0b8d-ec19-4344-961a-c72359582ccb,House of Commons Inquiry - Screen Time: Impacts on education and wellbeing Evidence transcripts now available,digital_ed,uk_parliament,uk_parliament,2023Q4,neutral,0.8,House of Commons Inquiry - Screen Time: Impacts on education and wellbeing Evidence transcripts now available,0.0,1.0,0.0,0.0,neutral
c3510f8c-2ab4-4b67-a218-cb9ca3a9e9da,"Defend Digital Me blog - NHS number to be national ID mandated in Children's Wellbeing and Schools Bill The Government has confirmed in the House of Lords, that they intend for the NHS number to be the Single Unique Identifier mandated in the Children's Wellbeing and Schools Bill.",digital_ed,uk_parliament,uk_parliament,2025Q2,neutral,0.8,"Defend Digital Me blog - NHS number to be national ID mandated in Children's Wellbeing and Schools Bill The Government has confirmed in the House of Lords, that they intend for the NHS number to be the Single Unique Identifier mandated in the Children's Wellbeing and Schools Bill.",0.0,0.947,0.053,0.1531,positive
7aff247f-3d8b-4870-9d5d-f1b1800ba10d,"House of Commons, Education Committee - Screen Time: Impacts on education and wellbeing - Oral evidence 20 February 2024 -10.00 (Public start time)",digital_ed,uk_parliament,uk_parliament,2024Q1,neutral,0.9,"House of Commons, Education Committee - Screen Time: Impacts on education and wellbeing - Oral evidence 20 February 2024 -10.00 (Public start time)",0.0,1.0,0.0,0.0,neutral
c9570013-f996-4a51-abf4-f39ee0c910e2,BERA SiG event - Meet and Discuss – Artificial and Human Intelligence 8 Mar 2024 12:00 pm - 1:00 pm (BERA members only),digital_ed,bera,bera,2024Q1,neutral,0.9,BERA SiG event - Meet and Discuss – Artificial and Human Intelligence 8 Mar 2024 12:00 pm - 1:00 pm (BERA members only),0.0,0.876,0.124,0.4767,positive
a7351cfd-3738-4348-8ea4-1a204a655c28,"BERA Blog - The environmental ethics of Generative AI: Artificial intelligence or real ignorance? Sarah Clayton, and Lynda Dunlop, University of York; Elizabeth Rushton, University of Stirling For educators and education researchers, AI's rapid integration demands critical reflection and an understanding of the impacts that using AI will have.",digital_ed,bera,bera,2025Q3,neutral,0.8,"BERA Blog - The environmental ethics of Generative AI: Artificial intelligence or real ignorance? Sarah Clayton, and Lynda Dunlop, University of York; Elizabeth Rushton, University of Stirling For educators and education researchers, AI's rapid integration demands critical reflection and an understanding of the impacts that using AI will have.",0.089,0.853,0.058,-0.1779,critical
67289344-c1d6-4664-9cae-b820221ee50f,BERA - Digitisation and education: an interdisciplinary exploration of new and emerging questions and approaches. 30 May 2024 2pm –5pm Online,digital_ed,bera,bera,2024Q2,neutral,0.8,BERA - Digitisation and education: an interdisciplinary exploration of new and emerging questions and approaches. 30 May 2024 2pm –5pm Online,0.0,0.913,0.087,0.2263,positive
2d9f206d-dce5-49aa-aa02-6240a2a38695,BERA small grants funding recipients for 2023/24 announced – theme: Education in a digital age: Perspectives from policy and practice The 2023 funding was designed to allow awardees to explore different aspects of the way in which digital technology and practices are changing education with a particular emphasis on how this impacts on practitioners and policy-makers.,digital_ed,bera,bera,2024Q1,neutral,0.8,BERA small grants funding recipients for 2023/24 announced – theme: Education in a digital age: Perspectives from policy and practice The 2023 funding was designed to allow awardees to explore different aspects of the way in which digital technology and practices are changing education with a particular emphasis on how this impacts on practitioners and policy-makers.,0.0,0.898,0.102,0.6124,positive
a3388be7-ae7c-4c87-bd48-a0f54c8510f7,"BERA blog - Mind the responsible use of AI in education: Bridging the gaps Vanessa Cui & Louise Wheatcroft Birmingham City University Tight school budgets necessitate careful planning for teachers' professional development, prompting us to consider how universities might play a role in training and preparing new teachers on the responsible use of AI in education.",digital_ed,bera,bera,2024Q4,neutral,0.8,"BERA blog - Mind the responsible use of AI in education: Bridging the gaps Vanessa Cui & Louise Wheatcroft Birmingham City University Tight school budgets necessitate careful planning for teachers' professional development, prompting us to consider how universities might play a role in training and preparing new teachers on the responsible use of AI in education.",0.0,0.858,0.142,0.765,positive
09cfeafc-02a4-4216-ac84-35cb6ead0aad,The inexorable rise of AI Teacher Tapp Blog Read (scroll down),digital_ed,teacher_tapp,teacher_tapp,2023Q4,neutral,0.7,The inexorable rise of AI Teacher Tapp Blog Read (scroll down),0.0,1.0,0.0,0.0,neutral
3f360662-ea6a-49f1-a073-8797c13e1667,"TeacherTapp - AI Spy: Tracking the AI Tools Teachers Use The report explores why rapid growth in AI education tools may not be sustainable, and what this means for the future of the market; and suggests most AI brands are still struggling to gain recognition and traction among teachers.",digital_ed,teacher_tapp,teacher_tapp,2025Q1,neutral,0.8,"TeacherTapp - AI Spy: Tracking the AI Tools Teachers Use The report explores why rapid growth in AI education tools may not be sustainable, and what this means for the future of the market; and suggests most AI brands are still struggling to gain recognition and traction among teachers.",0.051,0.839,0.109,0.4939,positive
2e8dea85-d16e-4918-8550-ff044c18ce23,Teacher Tapp have released two different reports this week about teachers and tech that may be of interest: AI Spy: Tracking the AI Tools Teachers Use 7 Types of Teachers on Social Media,digital_ed,teacher_tapp,teacher_tapp,2025Q2,neutral,0.8,Teacher Tapp have released two different reports this week about teachers and tech that may be of interest: AI Spy: Tracking the AI Tools Teachers Use 7 Types of Teachers on Social Media,0.0,0.914,0.086,0.4588,positive
c030804d-006c-4a3d-80bc-abaec87f4a93,"Growing up Digital: How Today's Youth Navigate Life on Screens and at School Professor Jessica Ringrose will explore the intersections of teens' online and offline lives, reflecting on how digital networks impact school dynamics. 6 Nov 6:30-7:45pm Location: UCL, London WC1E 7JE. Book your place .",digital_ed,ucl,ucl,2024Q4,neutral,0.8,"Growing up Digital: How Today's Youth Navigate Life on Screens and at School Professor Jessica Ringrose will explore the intersections of teens' online and offline lives, reflecting on how digital networks impact school dynamics. 6 Nov 6:30-7:45pm Location: UCL, London WC1E 7JE. Book your place .",0.031,0.89,0.079,0.3182,positive
b8cea098-be87-4997-a3b5-a5054722b083,IOE blog - Early childhood education in the age of digital platforms and Artificial Intelligence: benefits and challenges Guy Robert-Holmes,digital_ed,ucl,ucl,2024Q4,neutral,0.8,IOE blog - Early childhood education in the age of digital platforms and Artificial Intelligence: benefits and challenges Guy Robert-Holmes,0.0,0.708,0.292,0.7184,positive
fcc56c36-aa5c-4770-9dc9-11cbafbcd525,IOE blog - The future of AI in high stakes testing: the fairness question Artificial intelligence (AI) is transforming high stakes testing in different parts of the education system. But how do candidates experience these tests? Are they trusted as fair and reliable measures?,digital_ed,ucl,ucl,2025Q2,neutral,0.8,IOE blog - The future of AI in high stakes testing: the fairness question Artificial intelligence (AI) is transforming high stakes testing in different parts of the education system. But how do candidates experience these tests? Are they trusted as fair and reliable measures?,0.0,0.812,0.188,0.8594,positive
247369d5-4ce3-4ab4-8908-9258caf96593,"Nuffield Event - The role of AI in education: Opportunities and challenges 6 Feb 2pm – 4pm (Online and in person) Some educators and policymakers see AI as presenting opportunities to improve education and teaching in potentially transformative ways. To explore this further and ask questions, the Nuffield Foundation and Ada Lovelace Institute are hosting a special event to mark the publication of a new joint report, convene an expert discussion and introduce a new programme of upcoming activities.",digital_ed,nuffield,nuffield,2025Q1,positive,0.8,"Nuffield Event - The role of AI in education: Opportunities and challenges 6 Feb 2pm – 4pm (Online and in person) Some educators and policymakers see AI as presenting opportunities to improve education and teaching in potentially transformative ways. To explore this further and ask questions, the Nuffield Foundation and Ada Lovelace Institute are hosting a special event to mark the publication of a new joint report, convene an expert discussion and introduce a new programme of upcoming activities.",0.0,0.859,0.141,0.8779,positive
56bbc37a-4fc1-4906-a7fa-2b55c664cff7,"A long read from Nuffield funded research project ' Advancing Leadership Development in Early Years Education via Digitally Mediated Professional Learning' In brief, the report finds:",digital_ed,nuffield,nuffield,2023Q3,neutral,0.9,"A long read from Nuffield funded research project ' Advancing Leadership Development in Early Years Education via Digitally Mediated Professional Learning' In brief, the report finds:",0.0,1.0,0.0,0.0,neutral
3023dfed-c93e-4e65-a703-69a83f9cc512,"NFER - ChatGPT in lesson preparation - A Teacher Choices Trial Palak Roy, Helen Poet, Ruth Staunton, Katherine Aston and David Thomas In December 2023, the Education Endowment Foundation and the Hg Foundation commissioned NFER to undertake this research. The project examined teachers' use of ChatGPT during lesson and resource planning for KS3 science lessons and the impact on their workload.",digital_ed,nfer,nfer,2024Q4,neutral,0.8,"NFER - ChatGPT in lesson preparation - A Teacher Choices Trial Palak Roy, Helen Poet, Ruth Staunton, Katherine Aston and David Thomas In December 2023, the Education Endowment Foundation and the Hg Foundation commissioned NFER to undertake this research. The project examined teachers' use of ChatGPT during lesson and resource planning for KS3 science lessons and the impact on their workload.",0.0,1.0,0.0,0.0,neutral
8488a698-547f-42ef-b4d8-4308767bf61d,"NFER - EdTech for CPD: How technology can support teacher professional development Joahnna Bohorquez Martinez, Masters student placement at NFER, and Katarzyna Kubaka, NFER Head of International Development",digital_ed,nfer,nfer,2024Q3,neutral,0.8,"NFER - EdTech for CPD: How technology can support teacher professional development Joahnna Bohorquez Martinez, Masters student placement at NFER, and Katarzyna Kubaka, NFER Head of International Development",0.0,0.909,0.091,0.4019,positive
