id,newsletter_number,issue_date,new_theme,text,domain,organisation,text_for_vader,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_label
3237f7c6-f4ea-45e0-a74d-4af937cf68c0,2,16 July 2023,digital_ed,"Tony Blair Institute - The Future of Learning: Delivering Tech-Enabled Quality Education for Britain Recommendations: Introduce a digital learner ID for every pupil that would contain all educational information and become a hub of digital learning. Establish an independent body to secure storage and appropriate use of this information. Radically upgrade the Ofsted system so that it regains the confidence of schools and parents, via use of tech to continually monitor. Increase parent choice and access to quality education to all by: giving schools in England the freedom and funding to provide services, including hybrid lessons, and giving parents and pupils the right to request online classes delivered by other schools elsewhere in the country. Reduce teachers' workloads to free up their time to teach, via tech and AI and team teaching. Report - https://www.institute.global/insights/public-services/future-of-learning-delivering-tech-enabled-quality-education-for-britain",www.institute.global,tony_blair_institute,"Tony Blair Institute - The Future of Learning: Delivering Tech-Enabled Quality Education for Britain Recommendations: Introduce a digital learner ID for every pupil that would contain all educational information and become a hub of digital learning. Establish an independent body to secure storage and appropriate use of this information. Radically upgrade the Ofsted system so that it regains the confidence of schools and parents, via use of tech to continually monitor. Increase parent choice and access to quality education to all by: giving schools in England the freedom and funding to provide services, including hybrid lessons, and giving parents and pupils the right to request online classes delivered by other schools elsewhere in the country. Reduce teachers' workloads to free up their time to teach, via tech and AI and team teaching. Report -",0.0,0.862,0.138,0.9601,positive
4531b066-a235-4526-9f78-bf5c416caccf,2,16 July 2023,project_updates,Teacher Retention/Child Poverty NFER: Extend 'levelling-up' retention payments to all deprived schools Report also warns 6.5% pay rise won't solve teacher recruitment and retention woes on its own https://schoolsweek.co.uk/nfer-extend-levelling-up-retention-payments-to-all-deprived-schools/,schoolsweek.co.uk,schools_week,Teacher Retention/Child Poverty NFER: Extend 'levelling-up' retention payments to all deprived schools Report also warns 6.5% pay rise won't solve teacher recruitment and retention woes on its own,0.376,0.577,0.047,-0.8748,negative
2aa7ab18-b678-4c41-bad0-52ecbba7b3fa,2,16 July 2023,project_updates,"Which educational policies are most effective for equalising opportunities? Centre for Education Policy and Equalising Opportunities (CEPEO), based at UCL, make the case for eight low-cost priorities and six more ambitious reforms to address long-standing inequalities, equalise opportunities and create a fairer, more productive society. https://www.economicsobservatory.com/which-educational-policies-are-most-effective-for-equalising-opportunities",www.ucl.ac.uk,ucl,"Which educational policies are most effective for equalising opportunities? Centre for Education Policy and Equalising Opportunities (CEPEO), based at UCL, make the case for eight low-cost priorities and six more ambitious reforms to address long-standing inequalities, equalise opportunities and create a fairer, more productive society.",0.0,0.7,0.3,0.9402,positive
e344c5e1-5306-48f6-8bbb-6ed06f6eec26,2,16 July 2023,digital_ed,"Blog post from Laura Hakimi from the 'Towards equity focused approaches to EdTech' project. 'If we are to find new ways to navigate the shifting socio-technical terrain that can support equitable outcomes for young people, we need to understand our starting point.' Cutting through the conjecture: How is EdTech really being used in our classrooms? Full post - https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture/",edtech.oii.ox.ac.uk,oii_edtech_equity,"Blog post from Laura Hakimi from the 'Towards equity focused approaches to EdTech' project. 'If we are to find new ways to navigate the shifting socio-technical terrain that can support equitable outcomes for young people, we need to understand our starting point.' Cutting through the conjecture: How is EdTech really being used in our classrooms? Full post -",0.024,0.89,0.086,0.5859,positive
e1f9ff04-4b3a-48da-b7db-82a12c2eb364,2,16 July 2023,project_updates,A three-part series on leadership from Toby Greany and team on TES: Part 1: Headteacher recruitment crisis: 5 tips for action,www.tes.com,tes,A three-part series on leadership from Toby Greany and team on TES: Part 1: Headteacher recruitment crisis: 5 tips for action,0.17,0.83,0.0,-0.6249,negative
9a54acd2-c23e-45d9-a78c-a2d63f4a61f3,2,16 July 2023,events_opportunities_research,"EPI - Education priorities in the next general election –email to request invitation Kindly supported by the Nuffield Foundation, our two-stage research project will firstly collate evidence on the education priorities for the incoming government and secondly, once the manifestos are published, will assess the education-related pledges to review how well they are aligned with the evidence and whether they are likely to tackle key challenges. Date: Wednesday 19 th July 9.30 – 11.30 https://epi.org.uk/events/education-priorities-for-the-next-general-election/",epi.org.uk,epi,"EPI - Education priorities in the next general election –email to request invitation Kindly supported by the Nuffield Foundation, our two-stage research project will firstly collate evidence on the education priorities for the incoming government and secondly, once the manifestos are published, will assess the education-related pledges to review how well they are aligned with the evidence and whether they are likely to tackle key challenges. Date: Wednesday 19 th July 9.30 – 11.30",0.0,0.887,0.113,0.7845,positive
a414d421-d953-4300-9fdd-f7b8e081912d,3,20 July 2023,project_updates,"Teacher recruitment, retention and development - rethinking policy and practice priorities seminar – 3 July 2023 Inaugural event in the 'What Matters in education?' series Blog post on the topic - Looking at teacher recruitment and retention in a new light",blogs.ucl.ac.uk,ucl,"Teacher recruitment, retention and development - rethinking policy and practice priorities seminar – 3 July 2023 Inaugural event in the 'What Matters in education?' series Blog post on the topic - Looking at teacher recruitment and retention in a new light",0.0,0.973,0.027,0.0258,neutral
a6c9957e-6707-426c-831e-a5709b4152e3,3,20 July 2023,project_updates,Teaching for Digital Citizenship Delphi conference View the recording of David Lundie's event (held on May 22). BERA membership required to access. https://www.bera.ac.uk/media/teaching-for-digital-citizenship-may2023,www.bera.ac.uk,bera,Teaching for Digital Citizenship Delphi conference View the recording of David Lundie's event (held on May 22). BERA membership required to access.,0.0,1.0,0.0,0.0,neutral
1d1ad500-8555-4988-8d4a-51a5a3d18566,3,20 July 2023,project_updates,My corona*: listening to children in corona times Resource shared via Sarah Chicken's website - https://childrens-participation.org/ This research paper brings together three of the young journalists who worked on The Corona Times Journal to reflect on their experiences of being involved in the project. https://www.tandfonline.com/doi/epdf/10.1080/13642987.2022.2061954?needAccess=true&role=button,childrens-participation.org,childrends_participation_in_schools,My corona*: listening to children in corona times Resource shared via Sarah Chicken's website -  This research paper brings together three of the young journalists who worked on The Corona Times Journal to reflect on their experiences of being involved in the project.,0.0,0.946,0.054,0.34,positive
1b109222-dc42-4d14-92fc-c60320f919f7,3,20 July 2023,digital_ed,FCDO - Foreign Secretary to call for international cooperation to manage the global implications of AI Foreign Secretary to chair first ever UN Security Council session on AI https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=7a20d888-ea19-4348-8ec2-d32042ad5788&utm_content=daily,www.gov.uk,uk_government,FCDO - Foreign Secretary to call for international cooperation to manage the global implications of AI Foreign Secretary to chair first ever UN Security Council session on AI,0.0,0.918,0.082,0.34,positive
50dcf487-08b6-4359-8500-72875b35b0aa,3,20 July 2023,digital_ed,"Nesta - Is edtech for under-fives about to boom? Investment has more than tripled over the past ten years, and the UK is leading the way in Europe but behind the US globally. Companies that produce entertainment and educational content for under-fives are attracting the most investment, followed by family support and special educational needs. There's potential for AI to transform ventures in the sector, with highly personalised learning and automated operations likely to attract significant investment. https://www.nesta.org.uk/data-visualisation-and-interactive/funding-future-generations/",www.nesta.org.uk,nesta,"Nesta - Is edtech for under-fives about to boom? Investment has more than tripled over the past ten years, and the UK is leading the way in Europe but behind the US globally. Companies that produce entertainment and educational content for under-fives are attracting the most investment, followed by family support and special educational needs. There's potential for AI to transform ventures in the sector, with highly personalised learning and automated operations likely to attract significant investment.",0.0,0.777,0.223,0.9657,positive
d99471d0-fa6c-4fc2-8592-a9a96efff2f6,3,20 July 2023,teacher_rrd,Re pay awards: School Teachers' Review Body 33rd report: 2023 Recommendations from the School Teachers' Review Body on teachers' and school leaders' pay. https://www.gov.uk/government/publications/school-teachers-review-body-33rd-report-2023?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=1d530482-c8fd-4bf0-bf58-87b0611c19d8&utm_content=daily,www.gov.uk,uk_government,Re pay awards: School Teachers' Review Body 33rd report: 2023 Recommendations from the School Teachers' Review Body on teachers' and school leaders' pay.,0.109,0.775,0.116,0.296,positive
75301bcc-a568-4a9f-a2fe-219414f9e09c,3,20 July 2023,teacher_rrd,"Ministers should consider ""targeting"" pay to address ""persistent"" shortage subject recruitment and other workforce challenges School Teachers' Review Body is 'deeply concerned' about recruitment levels and calls for 'targeted remuneration' https://schoolsweek.co.uk/consider-targeting-future-pay-rises-to-shortage-areas-strb-says/",schoolsweek.co.uk,schools_week,"Ministers should consider ""targeting"" pay to address ""persistent"" shortage subject recruitment and other workforce challenges School Teachers' Review Body is 'deeply concerned' about recruitment levels and calls for 'targeted remuneration'",0.107,0.852,0.041,-0.2732,negative
5047c19e-5ec4-4a9e-bb87-7f7852d40e5d,3,20 July 2023,teacher_rrd,Teacher pay: What schools need to know about the 6.5% offer Your questions answered after DfE accepts STRB recommendation on pay for 2023-24 https://schoolsweek.co.uk/teacher-pay-what-schools-need-to-know-about-the-6-5-offer/,schoolsweek.co.uk,schools_week,Teacher pay: What schools need to know about the 6.5% offer Your questions answered after DfE accepts STRB recommendation on pay for 2023-24,0.112,0.797,0.092,0.128,positive
da543962-5360-44e9-a31e-185620d85ab3,3,20 July 2023,teacher_rrd,"Teacher training framework changes will only be 'moderate', DfE says It follows a review of the evidence underpinning the initial teacher training and early career frameworks https://schoolsweek.co.uk/teacher-training-framework-changes-will-only-be-moderate-dfe-says/",schoolsweek.co.uk,schools_week,"Teacher training framework changes will only be 'moderate', DfE says It follows a review of the evidence underpinning the initial teacher training and early career frameworks",0.0,1.0,0.0,0.0,neutral
0066f158-36e8-4f08-aba2-8eb8063a1a6a,3,20 July 2023,teacher_rrd,"'Being well' and 'doing well': Exploring the relationship between student and teacher wellbeing 'Our findings suggest that the emphasis on wellbeing as a set of skills and knowledge veils the reality that wellbeing in the classroom and school community is experienced by teachers as rooted in the quality of relationships between students and teachers, and among teachers (Wilson et al., 2023).' https://www.bera.ac.uk/blog/being-well-and-doing-well-exploring-the-relationship-between-student-and-teacher-wellbeing",www.bera.ac.uk,bera,"'Being well' and 'doing well': Exploring the relationship between student and teacher wellbeing 'Our findings suggest that the emphasis on wellbeing as a set of skills and knowledge veils the reality that wellbeing in the classroom and school community is experienced by teachers as rooted in the quality of relationships between students and teachers, and among teachers (Wilson et al., 2023).'",0.0,0.934,0.066,0.4939,positive
1f731600-a02a-43fb-91e6-990fe6215d0c,3,20 July 2023,teacher_rrd,"Report from NEU - High work intensity makes teacher's jobs more demanding post-pandemic While job quality improved in many other professions, a new study by academics at Cardiff University and IOE, UCL's Faculty of Education and Society, reveals the ongoing strain of teachers' working conditions. https://www.ucl.ac.uk/ioe/news/2023/jul/high-work-intensity-makes-teachers-jobs-more-demanding-post-pandemic",www.ucl.ac.uk,ucl,"Report from NEU - High work intensity makes teacher's jobs more demanding post-pandemic While job quality improved in many other professions, a new study by academics at Cardiff University and IOE, UCL's Faculty of Education and Society, reveals the ongoing strain of teachers' working conditions.",0.07,0.866,0.064,0.1796,positive
c13be716-da84-4824-bede-943922cad083,3,20 July 2023,political_context_and_organisations,"EEF blog: Bringing together policy, practice, and evidence: The Core Content Framework and Early Career Framework ​'Call for Evidence' Harry Madgwick, Research and Policy Manager at the EEF, explains how the Department for Education's recent ​'Call for Evidence' is a promising example of bringing together the different ​'worlds' of education. https://educationendowmentfoundation.org.uk/news/eef-blog-bringing-together-policy-practice-and-evidence-the-core-content-framework-and-early-career-framework-call-for-evidence",educationendowmentfoundation.org.uk,eef,"EEF blog: Bringing together policy, practice, and evidence: The Core Content Framework and Early Career Framework ​'Call for Evidence' Harry Madgwick, Research and Policy Manager at the EEF, explains how the Department for Education's recent ​'Call for Evidence' is a promising example of bringing together the different ​'worlds' of education.",0.0,0.948,0.052,0.4019,positive
fefa2329-abe3-409d-86fd-98dcf85c10ff,3,20 July 2023,political_context_and_organisations,The Telegraph - Bridget Phillipson interview: Tax breaks for private schools can't be justified Bridget Phillipson says her party's (Labour's) 'modernised curriculum' will not completely rip up the existing playbook https://www.telegraph.co.uk/news/2023/07/14/labour-phonics-primary-school-education-bridget-phillipson/ (Subscription required),www.telegraph.co.uk,daily_telegraph,The Telegraph - Bridget Phillipson interview: Tax breaks for private schools can't be justified Bridget Phillipson says her party's (Labour's) 'modernised curriculum' will not completely rip up the existing playbook  (Subscription required),0.068,0.932,0.0,-0.3089,negative
ee262567-2f7a-417c-bae2-e24cfb5a121b,3,20 July 2023,project_updates,FFT Data Labs - Should we redefine persistent absence? https://ffteducationdatalab.org.uk/2023/07/should-we-redefine-persistent-absence/,ffteducationdatalab.org.uk,fft_ed_datalab,FFT Data Labs - Should we redefine persistent absence?,0.0,1.0,0.0,0.0,neutral
cf6cb065-2904-44d4-a9d2-dd1f81ca4d47,3,20 July 2023,project_updates,This research paper brings together three of the young journalists who worked on The Corona Times Journal to reflect on their experiences of being involved in the project. https://www.tandfonline.com/doi/epdf/10.1080/13642987.2022.2061954?needAccess=true&role=button,www.tandfonline.com,taylor_and_francis,This research paper brings together three of the young journalists who worked on The Corona Times Journal to reflect on their experiences of being involved in the project.,0.0,1.0,0.0,0.0,neutral
2bd22019-96c0-48f1-b1e9-fb4ccbeaf0cb,4,31 July 2023,political_context_and_organisations,"Education priorities in the next general election The Education Policy Institute, funded by the Nuffield Foundation, is providing a summary of the best evidence on current education challenges and effective policy interventions in order to assist political parties in drawing up their manifesto pledges on education. https://epi.org.uk/publications-and-research/education-priorities-in-the-next-general-election/",epi.org.uk,epi,"Education priorities in the next general election The Education Policy Institute, funded by the Nuffield Foundation, is providing a summary of the best evidence on current education challenges and effective policy interventions in order to assist political parties in drawing up their manifesto pledges on education.",0.0,0.788,0.212,0.8834,positive
7991db15-4956-4f31-901e-a5957934fafa,4,31 July 2023,digital_ed,"ChatGPT isn't the death of homework – just an opportunity for schools to do things differently The UK government has launched a consultation on the use of generative AI in education, following the publication of initial guidance on how schools might make best use of this technology. https://theconversation.com/chatgpt-isnt-the-death-of-homework-just-an-opportunity-for-schools-to-do-things-differently-205053?utm_medium=email&utm_campaign=Latest%20from%20The%20Conversation%20for%20July%2028%202023%20-%202694027208&utm_content=Latest%20from%20The%20Conversation%20for%20July%2028%202023%20-%202694027208+CID_81b44f84b191ce70eb7a13acf42deef4&utm_source=campaign_monitor_uk&utm_term=ChatGPT%20isnt%20the%20death%20of%20homework%20%20just%20an%20opportunity%20for%20schools%20to%20do%20things%20differently",www.gov.uk,uk_government,"ChatGPT isn't the death of homework – just an opportunity for schools to do things differently The UK government has launched a consultation on the use of generative AI in education, following the publication of initial guidance on how schools might make best use of this technology.",0.0,0.787,0.213,0.8921,positive
ff097c53-6c7b-4710-a953-ac8be5419899,4,31 July 2023,digital_ed,"UNESCO education report advises ban on smartphones in schools A new UN report raised concerns on Wednesday about the excessive use of smartphones, calling for them to be banned in schools worldwide. According to the UN's education, science and culture agency UNESCO, the over-use of mobile phones impacts learning. https://news.un.org/en/story/2023/07/1139122",www.unesco.org,unesco,"UNESCO education report advises ban on smartphones in schools A new UN report raised concerns on Wednesday about the excessive use of smartphones, calling for them to be banned in schools worldwide. According to the UN's education, science and culture agency UNESCO, the over-use of mobile phones impacts learning.",0.123,0.877,0.0,-0.765,negative
5b59a163-677e-46a0-b7a2-e61cd805d5c8,4,31 July 2023,digital_ed,"Oriel Square - Education Intelligence: Issue 1: AI in Education A new set of research insights for education organisations – this edition investigates awareness and take up of AI in education, insights from the classroom and articles from education thought leaders. https://www.orielsquare.co.uk/ai-in-education/",www.orielsquare.co.uk,oriel_square,"Oriel Square - Education Intelligence: Issue 1: AI in Education A new set of research insights for education organisations – this edition investigates awareness and take up of AI in education, insights from the classroom and articles from education thought leaders.",0.0,0.928,0.072,0.4767,positive
c3b624b8-d251-4ff1-946d-76fcb9e1f5dc,4,31 July 2023,teacher_rrd,"Support staff needed to ease teacher workload crisis, says DfE study Government-commissioned report calls for more 'curriculum support officers' to help teachers with admin https://schoolsweek.co.uk/support-staff-needed-to-ease-teacher-workload-crisis-says-dfe-study/",schoolsweek.co.uk,schools_week,"Support staff needed to ease teacher workload crisis, says DfE study Government-commissioned report calls for more 'curriculum support officers' to help teachers with admin",0.121,0.559,0.32,0.6983,positive
def40c6f-570d-4086-bc87-0bb96da1b016,4,31 July 2023,teacher_rrd,"DfE - Teacher and Leader development: ECF and NPQs 2022 Experimental statistics. Across 21-22 and 22-23, 63,484 NPQ courses were started, against a target of 150,000. The target to deliver the ECF to 50,000 teachers at ""any one time"" has been met, with c26,000 starts a year. But the rate of mentors trained has declined.",www.gov.uk,uk_government,"DfE - Teacher and Leader development: ECF and NPQs 2022 Experimental statistics. Across 21-22 and 22-23, 63,484 NPQ courses were started, against a target of 150,000. The target to deliver the ECF to 50,000 teachers at ""any one time"" has been met, with c26,000 starts a year. But the rate of mentors trained has declined.",0.0,1.0,0.0,0.0,neutral
