id,newsletter_number,issue_date,theme,subtheme,title,description,link
b8724849-2653-4481-80e5-27f3d512cb08,1,11 July 2023,Calls for evidence,nan,ChatGPT: Keegan launches call for evidence on AI in schools,"Deadline 23 August 2023 Education secretary Gillian Keegan has launched a call for evidence on using artificial intelligence (AI) like ChatGPT in schools ""to get the best"" out of the new technology.",https://schoolsweek.co.uk/chatgpt-keegan-launches-call-for-evidence-on-ai-in-schools
939dd4a9-3cce-427c-9eb4-94a40c8cc49c,1,11 July 2023,DfE,nan,https://schoolsweek.co.uk/ofqual-and-dfe-studying-feasibility-of-fully-digital-exams/,nan,https://schoolsweek.co.uk/ofqual-and-dfe-studying-feasibility-of-fully-digital-exams
fcaae137-15df-4954-88a5-ed5ecf5b069e,1,11 July 2023,What are the politicians saying?,nan,Labour,"Revealed: The full details of Labour's education 'mission' Entitled 'Breaking down the barrier to opportunity', Labour will 'revise delivery' of the ECF and give more details on the plan to simplify the system of teacher incentives.",https://schoolsweek.co.uk/revealed-the-full-details-of-labours-education-mission
56188cc7-9e24-4f16-b665-9cf5bb854f21,1,11 July 2023,What are the politicians saying?,nan,Full mission document here - https://schoolsweek.co.uk/wp-content/uploads/2023/07/Labour-breaking-down-barriers-document.pdf,nan,https://schoolsweek.co.uk/wp-content/uploads/2023/07/Labour-breaking-down-barriers-document.pdf
b83f3825-767b-4f21-90aa-35e36ed27a11,2,16 July 2023,PI Updates and Papers,Digital,Cutting through the conjecture: How is EdTech really being used in our classrooms?,Full post - https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture/,https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture
fb771871-d1c7-4ddc-8077-34121fb70633,2,16 July 2023,PI Updates and Papers,"Teacher recruitment, retention & development","Working Paper 1: The disproportionality of ethnic minority teachers in England: trends, patterns, and problems",nan,https://drive.google.com/file/d/1NS6zn4Ty0fIHfox6sNOqtfdXx1fA6Zh-/view
3c274520-eb48-40ff-9a7a-4b2cb8200b28,2,16 July 2023,PI Updates and Papers,"Teacher recruitment, retention & development","Working Paper 2: Ethnic Proportionality of teachers and students, and the link to school-level outcomes",nan,https://drive.google.com/file/d/1DA1fC_o9FjxA2R8aYkhCl0eXsL-uEIbn/view
7306afa8-d19e-47e3-a443-9a946aa607e3,2,16 July 2023,PI Updates and Papers,Leadership,Part 1: Headteacher recruitment crisis: 5 tips for action,nan,https://www.tes.com/magazine/leadership/staff-management/headteacher-recruitment-crisis-applications
5abe228e-0458-4834-a3f1-1d5c7cbc0f73,2,16 July 2023,PI Updates and Papers,Leadership,Part 2: Is headteacher training and development fit for purpose?,nan,https://www.tes.com/magazine/leadership/staff-management/headteacher-training-and-development-it-fit-purpose-school-leadership
a0ef3866-08a2-4ac8-aad2-913737001830,2,16 July 2023,PI Updates and Papers,Leadership,Part 3: Headteachers are leaving schools. How can we retain them?,nan,https://www.tes.com/magazine/leadership/staff-management/headteachers-leaving-schools-how-to-retain
237938bb-bac2-4977-8b83-b12f02c37478,2,16 July 2023,PI Updates and Papers,Attainment gap,Poorer pupils do worse at school – here's how to reduce the attainment gap,"Stephen Gorard writes for The Conversation on closing the attainment gap, specifically by looking at 'spread(ing) out the most disadvantaged students between schools' and better calibrating the funding to follow the most disadvantaged pupils.",https://theconversation.com/poorer-pupils-do-worse-at-school-heres-how-to-reduce-the-attainment-gap-205535
2bf87baa-f630-4f48-a1af-8e02c0442570,2,16 July 2023,Events,nan,"OECD E2030 meeting - ""How can AI and EdTech companies contribute to more equitable and inclusive education systems?""","This meeting will provide an opportunity peer-exchange on the role EdTech companies to create more equitable and inclusive education systems. Participants will hear different perspectives and insights into the ways in which EdTech companies, including via AI services, can play a crucial role in fostering equitable and inclusive education systems.",nan
213c5c2c-998d-477e-909c-5c1cdfb2a34c,2,16 July 2023,Events,nan,Date: Tuesday 18 th July 11:30 to 13:30 (CET),Zoom Registration Link here.,https://meetoecd1.zoom.us/meeting/register/tJwkdemopj0pHNEksLPioTqAj_qyuIz3VMkH
2b632e62-43c6-4236-bb5b-e41aea267d27,2,16 July 2023,Events,nan,EPI - Education priorities in the next general election –email to request invitation,"Kindly supported by the Nuffield Foundation, our two-stage research project will firstly collate evidence on the education priorities for the incoming government and secondly, once the manifestos are published, will assess the education-related pledges to review how well they are aligned with the evidence and whether they are likely to tackle key challenges.",nan
3187712e-c9ee-4afb-b71c-338f775c499b,2,16 July 2023,Events,nan,Date: Wednesday 19 th July 9.30 – 11.30,https://epi.org.uk/events/education-priorities-for-the-next-general-election/,https://epi.org.uk/events/education-priorities-for-the-next-general-election
694972ea-1c9a-40e6-8772-1dde9ac7143a,2,16 July 2023,Opportunities to blog,nan,Submit to the BERA blog (Conference 2023),"You can submit a blog post for consideration to be published before the conference and gain further publicity for your session, or write a blog post after your session to continue the debate? The blog is open to anyone to make a submission. The aim is to stimulate debate and thus differences of opinion will be aired. However, all submissions must have some link to evidence rather than assertion, and should be on substantive issues rather than personal criticism. They must also adhere to the following guidelines. The editorial team welcome articles of 500-750 words (including any references) that are: • short reports or summaries of research • opinion pieces • responses to policies • experiences as an educational researcher • experiences using research",https://us9.campaign-archive.com/?u=b8740e3b8965b5fbdcd439462&id=362b36bcab
a11ff0aa-c8a7-4ff9-813c-cf1620bd756c,2,16 July 2023,Reports,nan,(FED) Report calls for 'Chris Whitty of education',Chief education officer would 'ensure that policies and plans are given the attention and priority they deserve' https://schoolsweek.co.uk/report-calls-for-chris-whitty-of-education/ FED report - https://fed.education/wp-content/uploads/2023/06/FED-National-Education-Consultation-Report-2023-1.pdf,https://schoolsweek.co.uk/report-calls-for-chris-whitty-of-education
6319ebbb-61ad-4b89-9aa0-3976f5ef1a6a,2,16 July 2023,Reports,nan,Pearson School report 2023,"This report takes an in-depth look at life in schools in 2023 (using data from Teacher Tapp among other sources) from the collective perspective of over 6,000 educators and 1,000 students too. They look at how opinions have changed or stayed the same, and share insights on diversity, equity, inclusion, digital education, environmental action and more.",https://www.pearson.com/uk/educators/schools/issues/school-report.html
cb28c415-efe0-42f4-ad0e-d7fefde5a8e9,2,16 July 2023,Thematic roundup,"Teacher recruitment, retention and development","Consider 'golden handcuff' bursaries, major ITT providers say","Six key findings from the education committee hearing on recruitment and retention crisis, including restructuring bursaries, 'maintain(ing) the gates to the profession' and MATs 'employing mentors'.",https://schoolsweek.co.uk/consider-golden-handcuff-bursaries-major-itt-providers-say
4be03fc8-cf1e-4118-8151-b35c839a8bf9,2,16 July 2023,Thematic roundup,"Teacher recruitment, retention and development",NFER Research - Policy options for a long-term teacher pay and financial incentives strategy,"Sarah Tang and Jack Worth examine the forecasted impacts and costs of different levels of pay and financial incentives on teacher supply in England. The project, funded by the Gatsby Foundation, uses a forecast and simulation model developed by NFER to predict the impact of different pay and financial incentive policy options on the recruitment and retention of teachers between 2023/24 to 2027/28. Report - https://www.nfer.ac.uk/policy-options-for-a-long-term-teacher-pay-and-financial-incentives-strategy",https://www.nfer.ac.uk/policy-options-for-a-long-term-teacher-pay-and-financial-incentives-strategy
3237f7c6-f4ea-45e0-a74d-4af937cf68c0,2,16 July 2023,Thematic roundup,Digital,Tony Blair Institute - The Future of Learning: Delivering Tech-Enabled Quality Education for Britain,"Recommendations: Introduce a digital learner ID for every pupil that would contain all educational information and become a hub of digital learning. Establish an independent body to secure storage and appropriate use of this information. Radically upgrade the Ofsted system so that it regains the confidence of schools and parents, via use of tech to continually monitor. Increase parent choice and access to quality education to all by: giving schools in England the freedom and funding to provide services, including hybrid lessons, and giving parents and pupils the right to request online classes delivered by other schools elsewhere in the country. Reduce teachers' workloads to free up their time to teach, via tech and AI and team teaching. Report - https://www.institute.global/insights/public-services/future-of-learning-delivering-tech-enabled-quality-education-for-britain",https://www.institute.global/insights/public-services/future-of-learning-delivering-tech-enabled-quality-education-for-britain
4531b066-a235-4526-9f78-bf5c416caccf,2,16 July 2023,Seminar series topics,nan,Teacher Retention/Child Poverty,NFER: Extend 'levelling-up' retention payments to all deprived schools Report also warns 6.5% pay rise won't solve teacher recruitment and retention woes on its own https://schoolsweek.co.uk/nfer-extend-levelling-up-retention-payments-to-all-deprived-schools/,https://schoolsweek.co.uk/nfer-extend-levelling-up-retention-payments-to-all-deprived-schools
2aa7ab18-b678-4c41-bad0-52ecbba7b3fa,2,16 July 2023,Seminar series topics,nan,Which educational policies are most effective for equalising opportunities?,"Centre for Education Policy and Equalising Opportunities (CEPEO), based at UCL, make the case for eight low-cost priorities and six more ambitious reforms to address long-standing inequalities, equalise opportunities and create a fairer, more productive society. https://www.economicsobservatory.com/which-educational-policies-are-most-effective-for-equalising-opportunities",https://www.ucl.ac.uk/ioe/departments-and-centres/centres/centre-education-policy-and-equalising-opportunities
bee95f71-dc48-49da-bea8-4326eccea27f,2,16 July 2023,Calls for evidence,nan,NEW INQUIRY: Lords Communications and Digital Committee - Large language models How this tech is likely to evolve in the next few years and whether regulation is adequate. Closes: 5 September 2023 More .,nan,http://mmail.dods.co.uk/ls/click?upn=KHpjw45onQwZHL1nqsUB5wfSwlC-2Bu-2FtHkZrOajKqG88-3DjlYf_pbYTTwGGOSlgxjB4HlC1xJ-2B0ZwT9fX60NE8qSLPeqJDcnE2RntwaSch1g7dtlox7UfLN9JegWRm8WHJ1rfzt958PmOxiUEPTq5fEIiosrbudCT6o0KMf4pxokP29FLMbdHeWsZrcZARkq0502gXQCi9KZsir-2BnYWL-2FLxETxhAr09ftp9h1Lcizc804-2BbjyHAZUPOyv7xZb-2BAQrH7kxpmFw-3D-3D
e344c5e1-5306-48f6-8bbb-6ed06f6eec26,2,16 July 2023,PI Updates and Papers,Digital,"Blog post from Laura Hakimi from the 'Towards equity focused approaches to EdTech' project. 'If we are to find new ways to navigate the shifting socio-technical terrain that can support equitable outcomes for young people, we need to understand our starting point.'",Cutting through the conjecture: How is EdTech really being used in our classrooms? Full post - https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture/,https://edtech.oii.ox.ac.uk/cutting-through-the-conjecture
917e090e-62a2-4a74-8be2-b3921b0934c0,2,16 July 2023,PI Updates and Papers,"Teacher recruitment, retention & development",Two working papers out from Stephen Gorard and team on the 'Investigating the recruitment and retention of ethnic minority teachers' project,"Working Paper 1: The disproportionality of ethnic minority teachers in England: trends, patterns, and problems",https://drive.google.com/file/d/1NS6zn4Ty0fIHfox6sNOqtfdXx1fA6Zh-/view
e1f9ff04-4b3a-48da-b7db-82a12c2eb364,2,16 July 2023,PI Updates and Papers,Leadership,A three-part series on leadership from Toby Greany and team on TES:,Part 1: Headteacher recruitment crisis: 5 tips for action,https://www.tes.com/magazine/leadership/staff-management/headteacher-recruitment-crisis-applications
0a39ea67-e447-4125-b86d-ff90d21d7581,2,16 July 2023,Events,nan,"OECD E2030 meeting - ""How can AI and EdTech companies contribute to more equitable and inclusive education systems?""","This meeting will provide an opportunity peer-exchange on the role EdTech companies to create more equitable and inclusive education systems. Participants will hear different perspectives and insights into the ways in which EdTech companies, including via AI services, can play a crucial role in fostering equitable and inclusive education systems. Date: Tuesday 18 th July 11:30 to 13:30 (CET) Zoom Registration Link here.",https://meetoecd1.zoom.us/meeting/register/tJwkdemopj0pHNEksLPioTqAj_qyuIz3VMkH
9a54acd2-c23e-45d9-a78c-a2d63f4a61f3,2,16 July 2023,Events,nan,EPI - Education priorities in the next general election –email to request invitation,"Kindly supported by the Nuffield Foundation, our two-stage research project will firstly collate evidence on the education priorities for the incoming government and secondly, once the manifestos are published, will assess the education-related pledges to review how well they are aligned with the evidence and whether they are likely to tackle key challenges. Date: Wednesday 19 th July 9.30 – 11.30 https://epi.org.uk/events/education-priorities-for-the-next-general-election/",https://epi.org.uk/events/education-priorities-for-the-next-general-election
343062cb-fa8b-4945-b5d5-25c082d76f25,2,16 July 2023,Reports,nan,FED report - https://fed.education/wp-content/uploads/2023/06/FED-National-Education-Consultation-Report-2023-1.pdf,nan,https://fed.education/wp-content/uploads/2023/06/FED-National-Education-Consultation-Report-2023-1.pdf
f57cc046-d55f-483f-8aa6-7c724536bd5d,2,16 July 2023,Seminar series topics,nan,https://www.economicsobservatory.com/which-educational-policies-are-most-effective-for-equalising-opportunities,nan,https://www.economicsobservatory.com/which-educational-policies-are-most-effective-for-equalising-opportunities
a414d421-d953-4300-9fdd-f7b8e081912d,3,20 July 2023,Programme update,nan,"Teacher recruitment, retention and development - rethinking policy and practice priorities seminar – 3 July 2023",Inaugural event in the 'What Matters in education?' series Blog post on the topic - Looking at teacher recruitment and retention in a new light,https://blogs.ucl.ac.uk/ioe/2023/06/27/looking-at-teacher-recruitment-and-retention-in-a-new-light
a6c9957e-6707-426c-831e-a5709b4152e3,3,20 July 2023,PI Updates and Papers,nan,Teaching for Digital Citizenship Delphi conference,View the recording of David Lundie's event (held on May 22). BERA membership required to access. https://www.bera.ac.uk/media/teaching-for-digital-citizenship-may2023,https://www.bera.ac.uk/media/teaching-for-digital-citizenship-may2023
1d1ad500-8555-4988-8d4a-51a5a3d18566,3,20 July 2023,PI Updates and Papers,nan,My corona*: listening to children in corona times,Resource shared via Sarah Chicken's website - https://childrens-participation.org/ This research paper brings together three of the young journalists who worked on The Corona Times Journal to reflect on their experiences of being involved in the project. https://www.tandfonline.com/doi/epdf/10.1080/13642987.2022.2061954?needAccess=true&role=button,https://childrens-participation.org/
1b109222-dc42-4d14-92fc-c60320f919f7,3,20 July 2023,Thematic roundup,Digital,FCDO - Foreign Secretary to call for international cooperation to manage the global implications of AI,Foreign Secretary to chair first ever UN Security Council session on AI https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=7a20d888-ea19-4348-8ec2-d32042ad5788&utm_content=daily,https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence
50dcf487-08b6-4359-8500-72875b35b0aa,3,20 July 2023,Thematic roundup,Digital,Nesta - Is edtech for under-fives about to boom?,"Investment has more than tripled over the past ten years, and the UK is leading the way in Europe but behind the US globally. Companies that produce entertainment and educational content for under-fives are attracting the most investment, followed by family support and special educational needs. There's potential for AI to transform ventures in the sector, with highly personalised learning and automated operations likely to attract significant investment. https://www.nesta.org.uk/data-visualisation-and-interactive/funding-future-generations/",https://www.nesta.org.uk/data-visualisation-and-interactive/funding-future-generations
d99471d0-fa6c-4fc2-8592-a9a96efff2f6,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development",Re pay awards: School Teachers' Review Body 33rd report: 2023,Recommendations from the School Teachers' Review Body on teachers' and school leaders' pay. https://www.gov.uk/government/publications/school-teachers-review-body-33rd-report-2023?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=1d530482-c8fd-4bf0-bf58-87b0611c19d8&utm_content=daily,https://www.gov.uk/government/publications/school-teachers-review-body-33rd-report-2023
75301bcc-a568-4a9f-a2fe-219414f9e09c,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development","Ministers should consider ""targeting"" pay to address ""persistent"" shortage subject recruitment and other workforce challenges",School Teachers' Review Body is 'deeply concerned' about recruitment levels and calls for 'targeted remuneration' https://schoolsweek.co.uk/consider-targeting-future-pay-rises-to-shortage-areas-strb-says/,https://schoolsweek.co.uk/consider-targeting-future-pay-rises-to-shortage-areas-strb-says
5047c19e-5ec4-4a9e-bb87-7f7852d40e5d,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development",Teacher pay: What schools need to know about the 6.5% offer,Your questions answered after DfE accepts STRB recommendation on pay for 2023-24 https://schoolsweek.co.uk/teacher-pay-what-schools-need-to-know-about-the-6-5-offer/,https://schoolsweek.co.uk/teacher-pay-what-schools-need-to-know-about-the-6-5-offer
da543962-5360-44e9-a31e-185620d85ab3,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development","Teacher training framework changes will only be 'moderate', DfE says",It follows a review of the evidence underpinning the initial teacher training and early career frameworks https://schoolsweek.co.uk/teacher-training-framework-changes-will-only-be-moderate-dfe-says/,https://schoolsweek.co.uk/teacher-training-framework-changes-will-only-be-moderate-dfe-says
0066f158-36e8-4f08-aba2-8eb8063a1a6a,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development",'Being well' and 'doing well': Exploring the relationship between student and teacher wellbeing,"'Our findings suggest that the emphasis on wellbeing as a set of skills and knowledge veils the reality that wellbeing in the classroom and school community is experienced by teachers as rooted in the quality of relationships between students and teachers, and among teachers (Wilson et al., 2023).' https://www.bera.ac.uk/blog/being-well-and-doing-well-exploring-the-relationship-between-student-and-teacher-wellbeing",https://www.bera.ac.uk/blog/being-well-and-doing-well-exploring-the-relationship-between-student-and-teacher-wellbeing
1f731600-a02a-43fb-91e6-990fe6215d0c,3,20 July 2023,Thematic roundup,"Teacher recruitment, retention & development",Report from NEU - High work intensity makes teacher's jobs more demanding post-pandemic,"While job quality improved in many other professions, a new study by academics at Cardiff University and IOE, UCL's Faculty of Education and Society, reveals the ongoing strain of teachers' working conditions. https://www.ucl.ac.uk/ioe/news/2023/jul/high-work-intensity-makes-teachers-jobs-more-demanding-post-pandemic",https://www.ucl.ac.uk/ioe/news/2023/jul/high-work-intensity-makes-teachers-jobs-more-demanding-post-pandemic
c13be716-da84-4824-bede-943922cad083,3,20 July 2023,EEF,nan,"EEF blog: Bringing together policy, practice, and evidence: The Core Content Framework and Early Career Framework ​'Call for Evidence'","Harry Madgwick, Research and Policy Manager at the EEF, explains how the Department for Education's recent ​'Call for Evidence' is a promising example of bringing together the different ​'worlds' of education. https://educationendowmentfoundation.org.uk/news/eef-blog-bringing-together-policy-practice-and-evidence-the-core-content-framework-and-early-career-framework-call-for-evidence",https://educationendowmentfoundation.org.uk/news/eef-blog-bringing-together-policy-practice-and-evidence-the-core-content-framework-and-early-career-framework-call-for-evidence
fefa2329-abe3-409d-86fd-98dcf85c10ff,3,20 July 2023,Politics,nan,The Telegraph - Bridget Phillipson interview: Tax breaks for private schools can't be justified,Bridget Phillipson says her party's (Labour's) 'modernised curriculum' will not completely rip up the existing playbook https://www.telegraph.co.uk/news/2023/07/14/labour-phonics-primary-school-education-bridget-phillipson/ (Subscription required),https://www.telegraph.co.uk/news/2023/07/14/labour-phonics-primary-school-education-bridget-phillipson
ee262567-2f7a-417c-bae2-e24cfb5a121b,3,20 July 2023,Seminar topics,nan,FFT Data Labs - Should we redefine persistent absence?,https://ffteducationdatalab.org.uk/2023/07/should-we-redefine-persistent-absence/,https://ffteducationdatalab.org.uk/2023/07/should-we-redefine-persistent-absence
cf6cb065-2904-44d4-a9d2-dd1f81ca4d47,3,20 July 2023,PI Updates and Papers,nan,This research paper brings together three of the young journalists who worked on The Corona Times Journal to reflect on their experiences of being involved in the project.,https://www.tandfonline.com/doi/epdf/10.1080/13642987.2022.2061954?needAccess=true&role=button,https://www.tandfonline.com/doi/epdf/10.1080/13642987.2022.2061954?needAccess=true&role=button
2bd22019-96c0-48f1-b1e9-fb4ccbeaf0cb,4,31 July 2023,"Education, Policy & Practice",nan,Education priorities in the next general election,"The Education Policy Institute, funded by the Nuffield Foundation, is providing a summary of the best evidence on current education challenges and effective policy interventions in order to assist political parties in drawing up their manifesto pledges on education. https://epi.org.uk/publications-and-research/education-priorities-in-the-next-general-election/",https://epi.org.uk/publications-and-research/education-priorities-in-the-next-general-election
7991db15-4956-4f31-901e-a5957934fafa,4,31 July 2023,Thematic Roundup,Digital,ChatGPT isn't the death of homework – just an opportunity for schools to do things differently,"The UK government has launched a consultation on the use of generative AI in education, following the publication of initial guidance on how schools might make best use of this technology. https://theconversation.com/chatgpt-isnt-the-death-of-homework-just-an-opportunity-for-schools-to-do-things-differently-205053?utm_medium=email&utm_campaign=Latest%20from%20The%20Conversation%20for%20July%2028%202023%20-%202694027208&utm_content=Latest%20from%20The%20Conversation%20for%20July%2028%202023%20-%202694027208+CID_81b44f84b191ce70eb7a13acf42deef4&utm_source=campaign_monitor_uk&utm_term=ChatGPT%20isnt%20the%20death%20of%20homework%20%20just%20an%20opportunity%20for%20schools%20to%20do%20things%20differently",https://www.gov.uk/government/consultations/generative-artificial-intelligence-in-education-call-for-evidence
ff097c53-6c7b-4710-a953-ac8be5419899,4,31 July 2023,Thematic Roundup,Digital,UNESCO education report advises ban on smartphones in schools,"A new UN report raised concerns on Wednesday about the excessive use of smartphones, calling for them to be banned in schools worldwide. According to the UN's education, science and culture agency UNESCO, the over-use of mobile phones impacts learning. https://news.un.org/en/story/2023/07/1139122",https://www.unesco.org/gem-report/en/technology
5b59a163-677e-46a0-b7a2-e61cd805d5c8,4,31 July 2023,Thematic Roundup,Digital,Oriel Square - Education Intelligence: Issue 1: AI in Education,"A new set of research insights for education organisations – this edition investigates awareness and take up of AI in education, insights from the classroom and articles from education thought leaders. https://www.orielsquare.co.uk/ai-in-education/",https://www.orielsquare.co.uk/ai-in-education
c3b624b8-d251-4ff1-946d-76fcb9e1f5dc,4,31 July 2023,Thematic Roundup,"Teacher Recruitment, Retention & Development","Support staff needed to ease teacher workload crisis, says DfE study",Government-commissioned report calls for more 'curriculum support officers' to help teachers with admin https://schoolsweek.co.uk/support-staff-needed-to-ease-teacher-workload-crisis-says-dfe-study/,https://schoolsweek.co.uk/support-staff-needed-to-ease-teacher-workload-crisis-says-dfe-study
def40c6f-570d-4086-bc87-0bb96da1b016,4,31 July 2023,Thematic Roundup,"Teacher Recruitment, Retention & Development",DfE - Teacher and Leader development: ECF and NPQs 2022 Experimental statistics.,"Across 21-22 and 22-23, 63,484 NPQ courses were started, against a target of 150,000. The target to deliver the ECF to 50,000 teachers at ""any one time"" has been met, with c26,000 starts a year. But the rate of mentors trained has declined.",https://www.gov.uk/government/statistics/teacher-and-leader-development-ecf-and-npqs-2022
fbe793c1-8a83-462d-a5b7-cbc65af7cf84,4,31 July 2023,Thematic Roundup,"Teacher Recruitment, Retention & Development",DfE market review of ITT training: Snubbed uni slams 'inconsistent and unfair' ITT review after 'good' Ofsted,Analysis shows 78% of providers denied accreditation have been rated 'good' or better under Ofsted's new framework. https://schoolsweek.co.uk/snubbed-uni-slams-inconsistent-and-unfair-itt-review-after-good-ofsted/,https://schoolsweek.co.uk/snubbed-uni-slams-inconsistent-and-unfair-itt-review-after-good-ofsted
55b49974-f2cf-497d-b213-39487f2f8397,4,31 July 2023,Thematic Roundup,"Teacher Recruitment, Retention & Development","EEF Rapid Evidence Assessment - Teacher quality, recruitment, and retention","The report set out to scope the field and summarise existing evidence on the topic of recruitment and retention of quality teachers. The report also identifies gaps in the research; for example, areas that have been researched qualitatively but not investigated experimentally or developed into a testable intervention.",https://d2tic4wvo1iusb.cloudfront.net/documents/Teacher-quality-recruitment-and-retention-lit-review-Final.pdf?v=1686185055
