id,newsletter_number,issue_date,theme,subtheme,title,description,link,new_theme,domain,organisation,title_length,description_length,title_word_count,description_word_count
fac43f78-f67e-4d8b-ac93-bdf5326b9ad2,6,8 September 2023,"Teacher recruitment, retention & development",,"Retaining high-quality teachers in disadvantaged communities is key to ensuring pupils' aspirations remain high, Teach First found, with new research showing that students from poorer backgrounds are more pessimistic about their future than their more well-off peers.",https://www.tes.com/magazine/news/secondary/retaining-teachers-schools-disadvantaged-pupils-aspirations,https://www.tes.com/magazine/news/secondary/retaining-teachers-schools-disadvantaged-pupils-aspirations,teacher_rrd,www.tes.com,tes,267,103,37,1
2d52eff7-c276-43fc-b07c-5d1d9f298b29,6,8 September 2023,What Matters in Education?,,Why are Britain's kids refusing to go to school? As a new school year begins more children than ever were worried about returning. What's being done to get them into the classroom – and is that always the best idea?,https://www.theguardian.com/education/2023/sep/02/children-are-holding-a-mirror-up-to-us-why-are-britains-kids-refusing-to-go-to-school,https://www.theguardian.com/education/2023/sep/02/children-are-holding-a-mirror-up-to-us-why-are-britains-kids-refusing-to-go-to-school,political_context_and_organisations,www.theguardian.com,guardian,215,135,40,1
8e9a20f3-23ed-4cb2-9618-1e7bd992a284,6,8 September 2023,What Matters in Education?,,Normal working hours:,Monday – Thursday 8am – 5.30pm,https://www.ucl.ac.uk/education-research-programme,political_context_and_organisations,www.ucl.ac.uk,ucl,21,30,3,6
9fb51955-5619-4468-b7f0-7fcd33b59c8b,7,15 September 2023,EdTech,,Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023,https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing/?utm_source=Knowledge+Exchange+Unit+%28KEU%29&utm_campaign=75f2daa671-KEU_KnowledgeMob_WeeklyRoundup_14%2F09%2F2023&utm_medium=email&utm_term=0_e7485331af-75f2daa671-104568368&mc_cid=75f2daa671&mc_eid=882cb7f6bb,https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing,digital_ed,committees.parliament.uk,uk_parliament,101,301,16,1
af152f48-b96c-4db6-87d6-09f0bf7506e3,7,15 September 2023,Political landscape & key organisations,,Lib Dems on Education,https://www.libdems.org.uk/conference/motions/autumn-2023/f19,https://www.libdems.org.uk/conference/motions/autumn-2023/f19,political_context_and_organisations,www.libdems.org.uk,liberal_democrats,21,61,4,1
0c4560b8-5a86-450a-9dd4-94f4e301a3d0,7,15 September 2023,What Matters in Education?,,Absence and attainment in primary schools in 2023: a new blog from FFT Education Datalab looking at the relationship between the two.,https://ffteducationdatalab.org.uk/2023/09/absence-and-attainment-in-primary-schools-in-2023/,https://ffteducationdatalab.org.uk/2023/09/absence-and-attainment-in-primary-schools-in-2023,political_context_and_organisations,ffteducationdatalab.org.uk,fft_ed_datalab,133,93,22,1
85fca1b7-8cd8-4fe2-a3c1-9a2a7f4db5d8,7,15 September 2023,Political landscape & key organisations,,Gearing up for conference season:,Lib Dems on Education https://www.libdems.org.uk/conference/motions/autumn-2023/f19,https://www.libdems.org.uk/conference/motions/autumn-2023/f19,political_context_and_organisations,www.libdems.org.uk,liberal_democrats,33,83,5,5
d8ac3661-3b14-4130-930d-76de7503b700,7,15 September 2023,Political landscape & key organisations,,"Report prepared for the Child of the North All-Party Parliamentary Group (APPG) highlights how a failure to address childhood inequality is creating a ""conveyor belt of disadvantage."" Also includes a chapter on how universities can work with LAs",APPG Report - https://www.thenhsa.co.uk/app/uploads/2023/09/APPG-REPORT-SEPT-23.pdf,https://www.thenhsa.co.uk/app/uploads/2023/09/APPG-REPORT-SEPT-23.pdf,political_context_and_organisations,www.thenhsa.co.uk,northern_health_science_alliance,245,83,38,4
2d9bbc41-e009-4117-a7c9-98fb898a47cd,8,19 October 2023,Project news,,Digital methods and the digital native: A cautionary note for participatory researchers,Blog post from Rebecca Eynon's project https://edtech.oii.ox.ac.uk/digital-methods-and-the-digital-native-a-cautionary-note-for-participatory-researchers/,https://edtech.oii.ox.ac.uk/digital-methods-and-the-digital-native-a-cautionary-note-for-participatory-researchers,project_updates,edtech.oii.ox.ac.uk,oii_edtech_equity,87,154,12,7
fb722ff1-08ff-4c1f-90fd-e83f6fb69669,8,19 October 2023,Project news,,Should you send your child to an academy or a council-run school? Why Ofsted results don't mean much,Stephen Gorard on The Conversation https://theconversation.com/should-you-send-your-child-to-an-academy-or-a-council-run-school-why-ofsted-results-dont-mean-much-211370,https://theconversation.com/should-you-send-your-child-to-an-academy-or-a-council-run-school-why-ofsted-results-dont-mean-much-211370,project_updates,theconversation.com,conversation,100,168,18,6
e9bedef8-6231-4104-b05f-61f6910296f6,8,19 October 2023,Political landscape & key organisations,,NfER - Cost-of-living crisis: Impact on schools School provision,https://www.nfer.ac.uk/media/5493/cost_of_living_impact_on_schools_school_provision.pdf,https://www.nfer.ac.uk/media/5493/cost_of_living_impact_on_schools_school_provision.pdf,political_context_and_organisations,www.nfer.ac.uk,nfer,64,87,9,1
c83ff512-16bf-4d6c-b51b-1b4e9dc41c9d,8,19 October 2023,What Matters in Education?,,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register here: https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue,political_context_and_organisations,www.ucl.ac.uk,ucl,139,161,24,3
f518d316-e600-4854-8b53-3c0093ac917b,8,19 October 2023,Political landscape & key organisations,,Child Poverty Action Group - 'There is only so much we can do' School staff in England on the impact of poverty on children and school life - September 2023,https://cpag.org.uk/sites/default/files/files/policypost/Education_Anti-Poverty_Coalition_Report_2023.pdf,https://cpag.org.uk/sites/default/files/files/policypost/Education_Anti-Poverty_Coalition_Report_2023.pdf,political_context_and_organisations,cpag.org.uk,child_poverty_action_group,156,105,30,1
92b73099-8bd0-4555-b75e-73f5e42e4ed4,9,19 October 2023,Programme news,,Professional knowledge and research-informed practice: Time for a rethink?,Gemma Moss and Rachel France in Impact Journal https://my.chartered.college/impact_article/professional-knowledge-and-research-informed-practice-time-for-a-rethink/,https://my.chartered.college/impact_article/professional-knowledge-and-research-informed-practice-time-for-a-rethink,project_updates,my.chartered.college,cct,74,164,9,9
9c3098ac-d4a8-4ec5-a231-e0df6b7442ef,9,19 October 2023,Political landscape & key organisations,,Persistent absence and support for disadvantaged pupils,House of Commons Education Committee https://committees.parliament.uk/publications/41590/documents/205047/default/,https://committees.parliament.uk/publications/41590/documents/205047/default,political_context_and_organisations,committees.parliament.uk,uk_parliament,55,114,7,6
297b65ce-dbab-47e0-b439-3dc38ee8cda5,9,19 October 2023,Political landscape & key organisations,,FFT Education Datalab - Will universal primary free school meals help to reduce absence,https://ffteducationdatalab.org.uk/2023/09/will-universal-primary-free-school-meals-help-to-reduce-absence/,https://ffteducationdatalab.org.uk/2023/09/will-universal-primary-free-school-meals-help-to-reduce-absence,political_context_and_organisations,ffteducationdatalab.org.uk,fft_ed_datalab,87,107,14,1
39f3a21b-d637-4361-be68-536ce723bae9,9,19 October 2023,Political landscape & key organisations,,*For Labour conference pass holders only,https://epi.org.uk/events/labour-party-conference-prioritising-equality-education-policy-as-a-lever-to-tackling-disadvantage-and-inequalities/,https://epi.org.uk/events/labour-party-conference-prioritising-equality-education-policy-as-a-lever-to-tackling-disadvantage-and-inequalities,political_context_and_organisations,epi.org.uk,epi,40,142,6,1
95e4656f-aa4a-45b7-b0c8-5346d69201f5,9,19 October 2023,What Matters in Education?,,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register here: https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue,political_context_and_organisations,www.ucl.ac.uk,ucl,139,161,24,3
9ad9e3e2-c27b-40cb-8028-a33abaedf14f,10,09 October 2023,Political landscape & key organisations,,Gillian Keegan plans to ban mobile phones from English schools,Guardian report,https://www.theguardian.com/education/2023/oct/02/gillian-keegan-plans-to-ban-mobile-phones-from-english-schools,political_context_and_organisations,www.theguardian.com,guardian,62,15,10,2
863bb725-744c-4c6e-b97e-f1ec4ee5df59,10,09 October 2023,Political landscape & key organisations,,"Rishi Sunak announces plans to replace A Levels and T Levels with a new single ""Advanced British Standard qualification",Schools Week report,https://schoolsweek.co.uk/sunak-to-replace-a-levels-with-advanced-british-standard-qualification,political_context_and_organisations,schoolsweek.co.uk,schools_week,119,19,19,3
2c13781e-685b-4b75-b83b-ab9f66c9843f,10,09 October 2023,What Matters in Education?,,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register for the event,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue,political_context_and_organisations,www.ucl.ac.uk,ucl,139,22,24,4
5b7ace51-86f9-4aa2-b7b9-b6171e29945a,11,13 October 2023,Political landscape & key organisations,,Teacher Tapp – Practitioner response to policies announced in conference season,Blog post,https://teachertapp.co.uk/articles/what-did-you-make-of-the-policies-announced-during-conference-season,political_context_and_organisations,teachertapp.co.uk,teacher_tapp,79,9,11,2
c0918be5-0885-4db4-b671-6c12de9377ec,11,13 October 2023,Political landscape & key organisations,,EPI – Annual report including policy recommendations,Report,https://epi.org.uk/publications-and-research/annual-report-2023,political_context_and_organisations,epi.org.uk,epi,52,6,7,1
0ed66422-ecab-47e2-9ea8-9d082b69a4b5,11,13 October 2023,Political landscape & key organisations,,Did exclusions and suspensions increase in 2022/23?,Blog post,https://ffteducationdatalab.org.uk/2023/10/did-exclusions-and-suspensions-increase-in-2022-23,political_context_and_organisations,ffteducationdatalab.org.uk,fft_ed_datalab,51,9,7,2
8d222cdf-a269-47e3-85ad-e53d6e984fe6,11,13 October 2023,Political landscape & key organisations,,The place of area based education partnerships,Blog post from Manchester University,https://blog.policy.manchester.ac.uk/posts/2023/09/the-place-of-area-based-education-partnerships?gator_td=YBebto6w1Ep7LeHVkAuee57kX5whqTETdIoQsnBFm1V7cCtw%2FXk297fy0gN4egpiM6L40pBDrC98KYOHGw0tex2QBnnFi32jV7v1dTHOLus8%2FyMHOR1TdPwWKUSfYRPicvmsiCy4FS6mvJhQ7%2BZbqaR%2BX9aAeKLGU%2FurngidEpY%3D,political_context_and_organisations,blog.policy.manchester.ac.uk,policy_manchester_blog,46,36,7,5
587c01cd-993e-4955-a014-f6837c27a5a9,11,13 October 2023,What Matters in Education?,,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register for the event,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue,political_context_and_organisations,www.ucl.ac.uk,ucl,139,22,24,4
7399a6c0-0b06-49e5-8090-e14d58d06aa4,11,13 October 2023,Programme news,,"Please do join us for our next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue,project_updates,www.ucl.ac.uk,ucl,165,8,30,1
7fb3f173-13e2-4818-91dc-e6feb069cb3f,11,13 October 2023,Project news,,Beng Huat See's presentation on teacher wellbeing at BERA has been selected as a special piece of work commissioned from Sketchnotes UK.,See the Tweet – and the artwork,https://twitter.com/beng_see/status/1712406120021495864,project_updates,twitter.com,twitter,136,31,22,7
06e133bc-a527-4b38-b825-2b451f5bb8cf,12,20 October 2023,"Teacher recruitment, retention & development",,"HE sector complains the government's teacher training application portal ""inadvertently"" favours big national providers such as the National Institute of Teaching",Schools Week.,https://teaching-vacancies.service.gov.uk/,teacher_rrd,teaching-vacancies.service.gov.uk,dfe_teaching_vacancies,162,13,21,2
4b7edef2-6d07-4ecf-9e95-16e61e3c0566,14,3 November 2023,What Matters in Education?,,"Missing Children, Missing Grades",Childrens Commissioner report,https://www.childrenscommissioner.gov.uk/resource/missing-children-missing-grades,political_context_and_organisations,www.childrenscommissioner.gov.uk,childrens_commissioner,32,29,4,3
2ad2914d-14c1-449c-8902-224fce6c9aad,15,17 November 2023,Political landscape & key organisations,,Nick Gibb: Schools minister's resignation letter – in full,SchoolsWeek,https://schoolsweek.co.uk/nick-gibb-schools-ministers-resignation-letter-in-full,political_context_and_organisations,schoolsweek.co.uk,schools_week,58,11,9,1
fb084951-9067-43d3-bbb7-f7cc00560400,15,17 November 2023,Political landscape & key organisations,,Damian Hinds returns to DfE as schools minister,Appointment follows resignation of schools minister Nick Gibb SchoolsWeek,https://schoolsweek.co.uk/damian-hinds-returns-to-dfe-as-minister-of-state,political_context_and_organisations,schoolsweek.co.uk,schools_week,47,73,8,9
e90a7b91-09f0-437e-96ba-7b08f2d4dd26,15,17 November 2023,What Matters in Education?,,Why are so many more children missing school and what can we do about it? Neil Merrick,Briefing note from local government – login required,https://lgiu.org/briefing/why-are-so-many-more-children-missing-school-and-what-can-we-do-about-it,political_context_and_organisations,lgiu.org,local_government_information_unit,86,52,17,8
96afec50-5365-48b2-b91a-a56fd591a987,15,17 November 2023,EdTech,,"UK Parliament Future Research - Use of artificial intelligence in education delivery and assessment This POSTnote will outline current uses of AI for education delivery and assessment in the UK, and review evidence for opportunities and challenges, drawing insight from international developments. It will also consider how people are taught about AI under the national curriculum, and students' use of AI.",Link to submit Contact: webblj@parliament.uk,https://post.parliament.uk/approved-work-use-of-artificial-intelligence-in-education-delivery-and-assessment,digital_ed,post.parliament.uk,post_parliament,406,44,61,5
53ed11ec-1935-4482-8ceb-34bbc7fdcc4a,17,1 December 2023,"Teacher recruitment, retention & development",,Improvement through empowerment: Helping our teachers and schools be the best they can be,"IPPR report co-author, Loic Menzies",https://www.ippr.org/research/publications/improvement-through-empowerment,teacher_rrd,www.ippr.org,ippr,89,35,14,5
09cfeafc-02a4-4216-ac84-35cb6ead0aad,17,1 December 2023,EdTech,,The inexorable rise of AI,Teacher Tapp Blog Read (scroll down),https://teachertapp.co.uk/articles/how-to-improve-behaviour-wellbeing-and-how-youre-using-ai-in-schools,digital_ed,teachertapp.co.uk,teacher_tapp,25,36,5,6
5fb21896-0f84-4337-8b4a-c566d533bcac,17,1 December 2023,EdTech,,Digital Poverty Alliance,Two year on report,https://digitalpovertyalliance.org/wp-content/uploads/2023/11/Two-Year-on-Report-2023.pdf?vgo_ee=5ZU%2BMEazbYdQN7nwqSyPfJSLKpPNEn0uqmarQ3oqDsJtTVZP0jRclfCs%3Af2KtdAGe62JpfsSV%2Bpj7sSiMWH3I9MHP,digital_ed,digitalpovertyalliance.org,digital_poverty_alliance,24,18,3,4
1f19a4b8-0a1e-4a00-82dd-a30fcad6db8b,19,18 December 2023,"Teacher recruitment, retention & development",,Minimum service levels for teachers: government plan to restrict strikes further undermines a profession in crisis,By Mariya Ivancheva TheConversation,https://theconversation.com/minimum-service-levels-for-teachers-government-plan-to-restrict-strikes-further-undermines-a-profession-in-crisis-216944,teacher_rrd,theconversation.com,conversation,114,35,16,4
f8d17b73-fb67-47c4-b430-e9a0ad1139d4,19,18 December 2023,EdTech,,OECD - 2023 Digital Education Conference: Towards an effective and equitable digital education ecosystem,Ran 13-14 December 2023. Read up on briefings,https://www.oecd-events.org/digital-education-outlook-2023,digital_ed,www.oecd-events.org,oecd,104,45,14,8
ea1a0b8d-ec19-4344-961a-c72359582ccb,19,18 December 2023,EdTech,,House of Commons Inquiry - Screen Time: Impacts on education and wellbeing,Evidence transcripts now available,https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing/publications,digital_ed,committees.parliament.uk,uk_parliament,74,34,12,4
6862d486-452b-4c25-a57b-9aa2ac4a93ad,19,18 December 2023,News from the projects,ERP project: Investigating the recruitment and retention of ethnic minority teachers,The team held an event as part of the ESRC Festival of Social Science: 'Making Teaching Attractive and Worthwhile',You can now view the video of the event,https://youtu.be/B-T5-cqseHU,project_updates,youtu.be,youtube,114,39,19,9
9d69bb39-c721-41e1-96cb-fafc2e53917e,20,12 January 2024,"Teacher recruitment, retention & development",,UCL Institute of Education blog - More young people are interested in teaching than we might think: we need action on both recruitment and diversification,By Emily Macleod Blogpost,https://blogs.ucl.ac.uk/ioe/2023/12/20/more-young-people-are-interested-in-teaching-than-we-might-think-we-need-action-on-both-recruitment-and-diversification,teacher_rrd,blogs.ucl.ac.uk,ucl,154,25,25,4
c68a82b7-7fe1-478c-b2a8-93e33304102e,20,12 January 2024,News from the projects,ERP project: Towards equity focused approaches to EdTech: a socio-technical perspective,"What is EdTech? Check out our most recent blog post by project leader, Professor Rebecca Eynon, to read more about our deliberately broad definition.",BlogPost,https://edtech.oii.ox.ac.uk/what-is-ed-tech,project_updates,edtech.oii.ox.ac.uk,oii_edtech_equity,149,8,24,1
2e87a625-9843-40c0-853d-cd1ce4ca1c5d,21,19 January 2024,Programme news,,See the blog post from panellist Lindsey Macmillan on Rising school absence: what do we know and what can we do?,BlogPost,https://profiles.ucl.ac.uk/48151-lindsey-macmillan,project_updates,profiles.ucl.ac.uk,ucl,112,8,21,1
68f2b865-80b3-4d02-9571-8e38ddb4b802,21,19 January 2024,EdTech,,Artificial Incentives: Will students feel motivated to work for their AI-masters?,From Becky Allen of TeacherTapp's blog BlogPost,https://rebeccaallen.co.uk/2024/01/13/artificial-incentives-will-students-feel-motivated-to-work-for-their-ai-masters,digital_ed,rebeccaallen.co.uk,rebecca_allen,81,47,11,7
3c14f150-5b6b-4288-a95e-7975feb50844,21,19 January 2024,News from the projects,,Children's participation in school's network held their first annual symposium on Thursday 18th Jan from the 'Children's participation in schools' project,Project website.,https://childrens-participation.org/,project_updates,childrens-participation.org,childrends_participation_in_schools,154,16,21,2
629a3d42-eb27-4e48-9a82-b90fa5821963,22,26 January 2024,"Teacher recruitment, retention & development",,"TeacherTapp have published a report on the current state of Continuing Professional Development (CPD) for teachers. They report that teachers question the impact of CPD on enhancing classroom skills in several areas, and find Inset days of limited use.",TeacherTappBlog,https://teachertapp.co.uk/articles/how-can-we-make-cpd-work-better-for-teachers,teacher_rrd,teachertapp.co.uk,teacher_tapp,252,15,39,1
a7bb7eb7-1beb-4c7e-8ee2-8550952e9a8b,23,5 February 2024,Research,,From BERJ - Setting research priorities for applied cognitive sciences—What do teachers want from research?,"Lisa-Maria Müller, Victoria Cook Read the article (subscription required)",https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1002/berj.3983?campaign=wolearlyview,events_opportunities_research,bera-journals.onlinelibrary.wiley.com,bera_journals,107,73,15,9
891b5a12-9cdf-4dc0-bcfd-c85c608e521b,23,5 February 2024,Political landscape & key organisations,,From the Education and Skills Think tank EDSK - a report called: 20 years of muddling through: Why it is time to set a new course for the state school system in England,Tom Richmond and Eleanor Regan Read the report,https://edsk.org/wp-content/uploads/2024/01/EDSK-20-years-of-muddling-through.pdf,political_context_and_organisations,edsk.org,edsk_think_tank,168,46,33,8
dca57117-b6ec-4ecb-ae03-130324a2f8eb,24,9 February 2024,"Teacher recruitment, retention & development",,Ethnic diversity in the teaching workforce: evidence review,NFER & Mission44 Read the report,https://www.nfer.ac.uk/media/py4nu3eq/ethnic_diversity_in_the_teaching_workforce_embargoed.pdf,teacher_rrd,www.nfer.ac.uk,nfer,59,32,8,6
cd289865-1c60-4c4b-88e4-bb055049027c,24,9 February 2024,Political landscape & key organisations,,IPPO - How Can Evidence Help to Defend Public Services From the Growing Council Budget Crisis?,Sarah Chaytor,https://theippo.co.uk/how-evidence-can-help-defend-public-services-from-council-budget-crisis,political_context_and_organisations,theippo.co.uk,ippo,94,13,16,2
7aff247f-3d8b-4870-9d5d-f1b1800ba10d,25,16 February 2024,EdTech,,"House of Commons, Education Committee - Screen Time: Impacts on education and wellbeing - Oral evidence",20 February 2024 -10.00 (Public start time),https://committees.parliament.uk/event/20700/formal-meeting-oral-evidence-session,digital_ed,committees.parliament.uk,uk_parliament,103,43,16,7
b47cb96e-9ae2-4054-ad61-69e68e0d2281,25,16 February 2024,Political landscape & key organisations,,"House of Commons, Education Committee - Ofsted's work with schools",First report from session 2023-24,https://committees.parliament.uk/publications/43079/documents/214440/default,political_context_and_organisations,committees.parliament.uk,uk_parliament,66,33,10,5
7ab6c88e-19c2-451a-acbf-49965cb72cc7,25,16 February 2024,Political landscape & key organisations,,Useful resource from UK Parliament - How Parliament use research,See the resources available,https://www.parliament.uk/get-involved/research-impact-at-the-uk-parliament/how-is-research-used,political_context_and_organisations,www.parliament.uk,uk_parliament,64,27,10,4
1775fa9d-d0de-4be6-9e61-f466f7131eb2,25,16 February 2024,Research – Practice – Policy,,NFER Event – Disadvantaged Policy webinar,Thursday 22 February 2024 – 11am Online,https://www.nfer.ac.uk/events/disadvantaged-policy-webinar,political_context_and_organisations,www.nfer.ac.uk,nfer,41,39,6,7
25a27096-fd05-4813-9dc2-b88c4517f302,25,16 February 2024,Update from the ERP projects,Digital empowerment in language teaching (DELTEA),Supporting primary languages teachers: What does research tell us?,Read the post,https://ripl.uk/2024/01/30/supporting-primary-languages-teachers-what-does-research-tell-us,project_updates,ripl.uk,research_improvement_for_policy_and_learning,66,13,9,3
6c3a9d3c-9f0f-490c-81b1-0b85d6b9a962,25,16 February 2024,Update from the ERP projects,Embedding children's participation rights in pedagogical practice in lower primary classrooms in Wales,Children's Participation in Schools Network will be running their next Seminar on February 21 2pm – 3pm.,Link to join the network,https://childrens-participation.org/join-the-network,project_updates,childrens-participation.org,childrends_participation_in_schools,104,24,17,5
01a5b756-e34d-4f80-9ca2-604faa41d6f6,26,23 February 2024,Update from the ESRC Education Research Programme,,"What matters in education? seminar series - Pupil absence: Questions for policy, for research and in practice",Catch up with our briefing notes,https://www.ucl.ac.uk/education-research-programme/briefing-notes-what-matters-education/what-matters-education-seminar-3,project_updates,www.ucl.ac.uk,ucl,109,32,17,6
c4da7a1f-0752-4b04-a6c0-2056eeadbb33,26,23 February 2024,Update from the ERP projects,ERP Project - Embedding children's participation rights in pedagogical practice in lower primary classrooms in Wales,This project was featured in the 30th Anniversary Special Edition of the Children in Wales magazine.,See page 17,https://issuu.com/childreninwales/docs/ciw_winter_2023_magazine_english,project_updates,issuu.com,issuu,100,11,16,3
939e5ba3-1daa-42da-9ab7-4d9b41635920,26,23 February 2024,"Teacher recruitment, retention & development",,The ups and downs in perceived societal appreciation of the teaching profession during COVID-19: A longitudinal trajectory analysis,"By Lisa E. Kim, Keziah Owusu, Kathryn Asbury",https://bera-journals.onlinelibrary.wiley.com/doi/10.1002/berj.3914,teacher_rrd,bera-journals.onlinelibrary.wiley.com,bera_journals,131,44,18,8
96049688-7f36-4e4e-b530-e67684b730ed,26,23 February 2024,"Teacher recruitment, retention & development",,NFER - Why does the teaching workforce lack ethnic diversity and what can we do?,Katherine Aston,https://www.nfer.ac.uk/blogs/why-does-the-teaching-workforce-lack-ethnic-diversity-and-what-can-we-do,teacher_rrd,www.nfer.ac.uk,nfer,80,15,15,2
f8efad46-f674-4ef1-bf8a-b0c24c8c0ef5,26,23 February 2024,EdTech,,"BERJ - Many truths, many knowledges, many forms of reason: Understanding middle-school student approaches to sources of information on the internet","By Laura Scholes, Sarah McDonald, Garth Stahl, Barbara Comber",https://bera-journals.onlinelibrary.wiley.com/doi/10.1002/berj.3909,digital_ed,bera-journals.onlinelibrary.wiley.com,bera_journals,147,61,21,9
